base_date,emd_nm,resident_resid_reg_pop,resident_foreign_pop,resident_total_pop
2021-01,영천동,5175,171,5346
2021-01,예래동,3934,258,4192
2021-01,오라동,15713,228,15941
2021-01,외도동,22091,292,22383
2021-01,용담1동,6991,87,7078
2021-01,용담2동,14749,208,14957
2021-01,우도면,1741,26,1767
2021-01,이도1동,7635,123,7758
2021-01,이도2동,49801,581,50382
2021-01,이호동,4564,176,4740
2021-01,일도1동,2561,79,2640
2021-01,일도2동,32888,287,33175
2021-01,정방동,2184,118,2302
2021-01,조천읍,25361,558,25919
2021-01,중문동,11543,287,11830
2021-01,중앙동,3503,73,3576
2021-01,천지동,3515,110,3625
2021-01,추자면,1663,273,1936
2021-01,표선면,12339,361,12700
2021-01,한경면,9041,389,9430
2021-01,한림읍,21263,3353,24616
2021-01,화북동,24435,364,24799
2021-01,효돈동,5272,67,5339
2021-02,건입동,8984,231,9215
2021-02,구좌읍,15530,583,16113
2021-02,남원읍,18751,686,19437
2021-02,노형동,55146,2057,57203
2021-02,대륜동,14906,191,15097
2021-02,대정읍,21947,1696,23643
2021-02,대천동,13909,181,14090
2021-02,도두동,3264,98,3362
2021-02,동홍동,23219,951,24170
2021-02,봉개동,5307,82,5389
2021-02,삼도1동,13569,137,13706
2021-02,삼도2동,7947,259,8206
2021-02,삼양동,25852,232,26084
2021-02,서홍동,10772,128,10900
2021-02,성산읍,15403,1650,17053
2021-02,송산동,4117,466,4583
2021-02,아라동,37836,1013,38849
2021-02,안덕면,12049,529,12578
2021-02,애월읍,37006,950,37956
2021-02,연동,41926,1982,43908
2021-02,영천동,5182,166,5348
2021-02,예래동,3917,256,4173
2021-02,오라동,15752,227,15979
2021-02,외도동,22058,287,22345
2021-02,용담1동,6993,87,7080
2021-02,용담2동,14702,209,14911
2021-02,우도면,1746,26,1772
2021-02,이도1동,7572,125,7697
2021-02,이도2동,49638,577,50215
2021-02,이호동,4554,169,4723
2021-02,일도1동,2544,81,2625
2021-02,일도2동,32890,282,33172
2021-02,정방동,2157,120,2277
2021-02,조천읍,25407,545,25952
2021-02,중문동,11539,290,11829
2021-02,중앙동,3467,71,3538
2021-02,천지동,3503,109,3612
2021-02,추자면,1653,267,1920
2021-02,표선면,12357,362,12719
2021-02,한경면,9076,387,9463
2021-02,한림읍,21267,3304,24571
2021-02,화북동,24434,357,24791
2021-02,효돈동,5289,65,5354
2021-03,건입동,8917,231,9148
2021-03,구좌읍,15412,573,15985
2021-03,남원읍,18704,680,19384
2021-03,노형동,55083,2072,57155
2021-03,대륜동,14958,188,15146
2021-03,대정읍,21883,1687,23570
2021-03,대천동,13858,190,14048
2021-03,도두동,3270,97,3367
2021-03,동홍동,23203,942,24145
2021-03,봉개동,5281,81,5362
2021-03,삼도1동,13523,135,13658
2021-03,삼도2동,7941,260,8201
2021-03,삼양동,25770,224,25994
2021-03,서홍동,10757,121,10878
2021-03,성산읍,15419,1627,17046
2021-03,송산동,4061,462,4523
2021-03,아라동,38072,1029,39101
2021-03,안덕면,12095,525,12620
2021-03,애월읍,37072,943,38015
2021-03,연동,41949,1952,43901
2021-03,영천동,5165,164,5329
2021-03,예래동,3925,253,4178
2021-03,오라동,15766,220,15986
2021-03,외도동,22003,287,22290
2021-03,용담1동,6939,85,7024
2021-03,용담2동,14626,204,14830
2021-03,우도면,1734,27,1761
2021-03,이도1동,7534,127,7661
2021-03,이도2동,49541,578,50119
2021-03,이호동,4563,167,4730
2021-03,일도1동,2485,80,2565
2021-03,일도2동,32714,279,32993
2021-03,정방동,2122,117,2239
2021-03,조천읍,25324,534,25858
2021-03,중문동,11544,290,11834
2021-03,중앙동,3405,71,3476
2021-03,천지동,3463,108,3571
2021-03,추자면,1636,265,1901
2021-03,표선면,12307,356,12663
2021-03,한경면,9052,384,9436
2021-03,한림읍,21214,3280,24494
2021-03,화북동,24422,343,24765
2021-03,효돈동,5262,61,5323
2021-04,건입동,8922,226,9148
2021-04,구좌읍,15425,566,15991
2021-04,남원읍,18729,661,19390
2021-04,노형동,55222,2090,57312
2021-04,대륜동,15033,190,15223
2021-04,대정읍,21859,1682,23541
2021-04,대천동,13878,187,14065
2021-04,도두동,3283,98,3381
2021-04,동홍동,23193,911,24104
2021-04,봉개동,5271,82,5353
2021-04,삼도1동,13503,134,13637
2021-04,삼도2동,7923,248,8171
2021-04,삼양동,25767,226,25993
2021-04,서홍동,10810,127,10937
2021-04,성산읍,15437,1562,16999
2021-04,송산동,4061,457,4518
2021-04,아라동,38176,1037,39213
2021-04,안덕면,12121,519,12640
2021-04,애월읍,37127,953,38080
2021-04,연동,41949,1934,43883
2021-04,영천동,5151,163,5314
2021-04,예래동,3908,253,4161
2021-04,오라동,15790,217,16007
2021-04,외도동,21982,271,22253
2021-04,용담1동,6962,85,7047
2021-04,용담2동,14625,206,14831
2021-04,우도면,1722,27,1749
2021-04,이도1동,7541,129,7670
2021-04,이도2동,49555,578,50133
2021-04,이호동,4568,164,4732
2021-04,일도1동,2464,80,2544
2021-04,일도2동,32678,282,32960
2021-04,정방동,2126,114,2240
2021-04,조천읍,25380,526,25906
2021-04,중문동,11573,303,11876
2021-04,중앙동,3383,73,3456
2021-04,천지동,3453,109,3562
2021-04,추자면,1632,262,1894
2021-04,표선면,12334,350,12684
2021-04,한경면,9097,368,9465
2021-04,한림읍,21224,3263,24487
2021-04,화북동,24380,336,24716
2021-04,효돈동,5267,59,5326
2021-05,건입동,8900,227,9127
2021-05,구좌읍,15402,561,15963
2021-05,남원읍,18702,654,19356
2021-05,노형동,55326,2069,57395
2021-05,대륜동,15052,187,15239
2021-05,대정읍,21919,1678,23597
2021-05,대천동,13908,184,14092
2021-05,도두동,3291,94,3385
2021-05,동홍동,23204,907,24111
2021-05,봉개동,5255,82,5337
2021-05,삼도1동,13525,138,13663
2021-05,삼도2동,7943,251,8194
2021-05,삼양동,25803,225,26028
2021-05,서홍동,10846,127,10973
2021-05,성산읍,15448,1525,16973
2021-05,송산동,4043,462,4505
2021-05,아라동,38243,1042,39285
2021-05,안덕면,12164,510,12674
2021-05,애월읍,37223,974,38197
2021-05,연동,41953,1911,43864
2021-05,영천동,5133,160,5293
2021-05,예래동,3931,247,4178
2021-05,오라동,15800,220,16020
2021-05,외도동,22031,276,22307
2021-05,용담1동,6953,84,7037
2021-05,용담2동,14593,203,14796
2021-05,우도면,1719,27,1746
2021-05,이도1동,7509,127,7636
2021-05,이도2동,49559,575,50134
2021-05,이호동,4534,158,4692
2021-05,일도1동,2454,79,2533
2021-05,일도2동,32671,277,32948
2021-05,정방동,2136,113,2249
2021-05,조천읍,25427,523,25950
2021-05,중문동,11556,309,11865
2021-05,중앙동,3372,73,3445
2021-05,천지동,3477,114,3591
2021-05,추자면,1623,255,1878
2021-05,표선면,12337,339,12676
2021-05,한경면,9150,336,9486
2021-05,한림읍,21193,3242,24435
2021-05,화북동,24303,336,24639
2021-05,효돈동,5266,60,5326
2021-06,건입동,8883,227,9110
2021-06,구좌읍,15401,554,15955
2021-06,남원읍,18717,637,19354
2021-06,노형동,55385,2088,57473
2021-06,대륜동,15084,193,15277
2021-06,대정읍,21959,1571,23530
2021-06,대천동,13865,181,14046
2021-06,도두동,3313,90,3403
2021-06,동홍동,23205,892,24097
2021-06,봉개동,5246,81,5327
2021-06,삼도1동,13513,138,13651
2021-06,삼도2동,7939,250,8189
2021-06,삼양동,25797,224,26021
2021-06,서홍동,10925,129,11054
2021-06,성산읍,15478,1494,16972
2021-06,송산동,4044,466,4510
2021-06,아라동,38359,1037,39396
2021-06,안덕면,12205,509,12714
2021-06,애월읍,37337,961,38298
2021-06,연동,41910,1875,43785
2021-06,영천동,5146,155,5301
2021-06,예래동,3915,237,4152
2021-06,오라동,15748,216,15964
2021-06,외도동,22086,274,22360
2021-06,용담1동,6937,88,7025
2021-06,용담2동,14575,197,14772
2021-06,우도면,1722,29,1751
2021-06,이도1동,7537,130,7667
2021-06,이도2동,49553,563,50116
2021-06,이호동,4520,155,4675
2021-06,일도1동,2465,77,2542
2021-06,일도2동,32646,275,32921
2021-06,정방동,2132,112,2244
2021-06,조천읍,25439,521,25960
2021-06,중문동,11563,305,11868
2021-06,중앙동,3358,72,3430
2021-06,천지동,3466,115,3581
2021-06,추자면,1626,251,1877
2021-06,표선면,12347,334,12681
2021-06,한경면,9158,337,9495
2021-06,한림읍,21232,3230,24462
2021-06,화북동,24300,330,24630
2021-06,효돈동,5257,57,5314
