base_date,emd_nm,long_resd_pop_cnt,long_work_pop_cnt,long_visit_pop_cnt,long_nationality_AUS,long_nationality_BGD,long_nationality_CAN,long_nationality_CHN,long_nationality_DEU,long_nationality_EGY,long_nationality_ETC,long_nationality_FRA,long_nationality_GBR,long_nationality_IDN,long_nationality_IND,long_nationality_JPN,long_nationality_KAZ,long_nationality_KGZ,long_nationality_KHM,long_nationality_LKA,long_nationality_MGL,long_nationality_MMR,long_nationality_MYS,long_nationality_NGR,long_nationality_NPL,long_nationality_NZL,long_nationality_PAK,long_nationality_PHL,long_nationality_RUS,long_nationality_THA,long_nationality_TWN,long_nationality_UKR,long_nationality_USA,long_nationality_UZB,long_nationality_VNM
2019-09,대천동,69928.9721,7186.971699999999,65733.973,308,3,568,1402,411,0,798,13,126,254,49,132,33,1,677,327,696,55,621,0,1066,48,2,187,48,70,22,1,966,192,773
2019-09,도두동,48563.0913,10270.6218,79449.1293,640,24,180,1415,34,0,542,5,165,667,86,116,2,3,630,153,73,699,72,0,264,60,10,195,194,37,487,216,371,41,985
2019-09,동홍동,158776.1692,13814.431899999998,100417.24139999997,488,64,690,1440,14,0,1336,38,444,857,12,668,500,2,689,75,46,74,14,0,295,68,43,703,81,141,47,1,1172,255,1058
2019-09,봉개동,43859.1023,7782.502599999997,82438.9936,19,52,71,1308,29,0,196,2,16,1002,156,489,12,23,357,517,32,542,25,4,893,6,17,76,20,47,13,3,1056,100,1153
2019-09,삼도1동,86267.37390000002,7354.614700000001,57103.291300000004,30,27,709,1298,60,24,604,5,45,355,25,478,3,51,90,167,59,16,0,0,218,13,72,504,16,6,64,1,644,753,848
2019-09,삼도2동,76096.3943,4166.0412,98822.0946,59,72,275,1401,130,0,1017,62,28,814,97,600,756,14,482,128,132,103,5,9,496,25,57,719,504,38,685,3,653,174,887
2019-09,삼양동,87714.9462,1979.2001999999998,34247.89149999999,48,16,55,1216,3,0,803,10,15,115,9,681,0,2,392,831,34,16,3,2,667,34,22,918,18,265,145,1,822,31,927
2019-09,서홍동,46207.23620000001,939.1604,99747.3496,470,17,35,1225,18,0,177,3,53,1058,155,100,31,0,53,163,602,46,18,1,756,42,2,341,17,14,13,0,759,38,1333
2019-09,성산읍,338644.51109999995,37682.3793,209488.18360000005,140,57,719,1440,156,0,1138,212,452,1440,650,867,681,7,798,1420,223,788,27,35,1180,68,671,746,326,878,160,5,728,94,1367
2019-09,송산동,89265.14980000001,9566.7254,60298.24540000003,245,65,178,1340,32,2,263,1,20,1064,29,26,16,1,14,722,21,55,25,1,54,2,41,30,37,44,13,0,1199,70,1220
2019-09,아라동,823846.1553999999,38480.65340000001,218683.97090000001,725,1400,956,1440,26,0,1440,30,697,993,1338,1017,34,24,203,1433,1402,701,18,0,1076,346,1438,908,763,49,285,43,1014,657,1436
2019-09,안덕면,891869.3947999999,130407.38660000003,297550.3948,970,228,1438,1440,218,0,1344,553,1355,1264,934,1404,228,11,185,437,504,239,1070,0,1066,1149,109,932,422,764,731,24,1439,784,1403
2019-09,애월읍,632820.9827999999,74313.109,661086.2651999999,384,832,1213,1440,104,0,1384,51,579,1440,583,842,27,301,1007,994,1151,616,261,0,1440,596,865,1138,930,998,878,89,1440,1411,1439
2019-09,연동,1697113.5998999998,228010.6698,611159.8418000002,811,1420,943,1440,105,1,1439,134,805,634,944,977,80,71,1430,852,1191,880,805,4,1440,389,123,879,963,824,827,73,1348,798,1427
2019-09,영천동,71213.56249999999,7303.0253999999995,103030.1101,33,21,213,1300,7,0,773,39,29,1115,131,62,151,3,114,70,88,802,6,0,942,6,10,789,379,450,30,0,872,1405,1270
2019-09,예래동,130068.37769999998,28421.4639,128262.4797,187,33,1001,1440,260,61,1312,87,321,228,449,266,445,109,502,68,511,579,143,18,512,105,133,382,598,74,155,73,1318,370,941
2019-09,오라동,110988.8303,15356.859500000002,134096.7628,377,134,891,1429,91,0,1207,67,107,499,163,236,25,55,203,271,396,123,11,0,685,18,56,542,482,109,307,2,923,235,1220
2019-09,외도동,89638.92709999999,8833.7635,58998.016400000015,14,33,152,1301,9,0,628,2,21,316,3,694,99,461,981,51,87,120,10,0,746,3,105,824,35,326,288,0,787,26,949
2019-09,용담1동,37582.4835,2455.2620999999995,47819.3001,9,3,153,1215,43,0,242,4,27,314,46,50,9,0,4,28,20,4,7,0,603,2,10,46,27,25,31,1,395,9,901
2019-09,용담2동,74561.89670000001,13662.420199999999,251825.95720000003,243,157,716,1440,111,0,1242,145,799,931,417,464,118,84,236,264,715,113,197,3,834,110,226,324,660,304,419,41,1311,96,1264
2019-09,우도면,5625.613400000001,2452.364499999999,76970.68669999999,31,11,22,818,8,0,216,12,40,1153,171,34,0,0,594,23,0,11,2,5,18,4,6,8,14,11,26,0,162,3,980
2019-09,이도1동,71854.0581,9573.136400000001,100978.8804,110,24,492,1358,48,0,594,85,58,551,237,465,28,4,61,110,481,44,85,0,729,51,156,619,78,118,276,30,940,473,1289
2019-09,이도2동,265988.5968,15019.5161,228999.77699999997,591,240,838,1437,49,0,1201,381,707,499,802,1026,50,15,104,220,1022,177,15,0,915,36,806,793,1016,501,507,44,1304,1340,1364
2019-09,이호동,86357.41560000001,12033.958700000001,76163.6233,46,79,156,1434,17,0,651,5,49,462,4,475,2,11,613,743,78,33,2,0,174,47,22,75,75,223,456,26,469,724,921
2019-09,일도1동,11062.460800000003,4390.2432,68259.60590000001,28,5,68,1318,4,0,721,11,25,904,75,67,9,2,70,180,170,49,2,0,425,4,47,387,63,251,37,7,641,52,889
2019-09,일도2동,141800.62709999995,5562.237500000001,90535.0616,91,26,447,1430,133,0,1007,16,40,947,28,951,12,1,677,147,77,57,7,0,595,2,474,1179,287,300,329,13,769,335,1268
2019-09,정방동,93829.39430000001,23870.3015,124569.97570000004,282,57,129,1432,33,2,708,40,288,844,27,454,110,1,24,117,60,62,0,0,43,37,12,409,538,45,87,0,923,85,1233
2019-09,조천읍,358780.73799999995,27061.312200000004,230058.00610000003,422,149,1055,1440,25,24,1203,149,281,1192,980,856,66,545,1164,1260,1100,1121,30,1,998,239,205,1052,458,267,234,15,1438,813,1404
2019-09,중문동,253526.57220000005,21252.454599999997,111638.65140000002,789,31,821,1439,49,1,1121,16,461,758,553,82,268,44,695,711,702,77,454,3,1248,87,21,834,482,11,70,79,1395,435,1220
2019-09,중앙동,53108.8476,4138.681500000001,61494.275200000004,133,13,72,1404,23,0,593,18,77,423,3,279,542,0,90,53,45,8,5,0,23,15,15,630,35,25,13,0,861,44,868
2019-09,천지동,9948.0872,2800.4370999999996,36821.25059999999,54,12,78,1178,20,4,219,68,121,224,9,90,167,0,3,71,50,5,0,0,97,84,4,432,53,8,35,0,556,38,844
2019-09,추자면,23150.5861,976.9383,116326.54180000004,2,12,78,1261,16,0,203,24,29,1354,139,35,1,5,50,945,234,402,6,1,1096,2,48,102,66,73,28,0,201,36,1394
2019-09,표선면,197475.91829999996,22055.845700000005,120163.07179999998,49,16,870,1440,17,0,991,201,37,1352,147,190,76,3,742,1110,787,799,7,0,1393,22,716,834,39,745,411,1,801,897,1357
2019-09,한경면,143036.26390000002,11030.0217,152631.03160000002,57,65,583,1342,22,0,1411,16,725,1440,301,60,52,8,542,830,72,724,6,0,1425,132,630,773,94,634,35,1,821,45,1208
2019-09,한림읍,790948.5236,91725.19999999997,472343.02229999995,153,42,900,1440,101,0,1213,44,446,1440,872,863,34,428,1238,1039,803,1080,9,0,1440,831,30,1215,540,1300,71,16,1380,379,1440
2019-09,화북동,245849.03029999995,24397.4216,67519.09110000002,37,9,651,1281,27,0,872,609,162,760,832,1142,20,138,378,855,79,1435,0,0,1146,12,202,1355,64,460,37,0,1090,748,1205
2019-09,효돈동,74813.87019999998,5722.1968,20919.5973,6,1,44,924,6,0,97,8,7,261,1,29,16,0,723,727,89,29,3,0,346,2,266,792,5,2,3,0,1136,217,830
2019-10,건입동,113416.4068,20658.478299999995,183935.9376,114,14,368,1478,659,0,951,163,81,1425,81,216,16,40,513,624,531,454,3,7,734,22,128,903,369,40,555,0,1076,135,1487
2019-10,구좌읍,292492.0488,24978.062899999997,154558.08550000002,145,21,385,1465,70,0,1484,96,261,1411,839,919,6,3,829,1256,260,779,64,15,1488,68,783,1185,76,752,174,0,1081,1356,1461
2019-10,남원읍,258781.43719999993,17155.2379,229227.444,99,11,217,1412,13,1,504,768,104,1431,302,141,653,0,1046,1094,772,1358,14,0,1458,94,78,1464,95,70,86,0,1442,183,1470
2019-10,노형동,1221188.5392999998,104706.52879999999,562436.6233000001,1262,1092,1410,1488,24,6,1388,759,841,1397,597,1006,27,653,930,861,1080,779,217,0,1485,465,99,969,368,683,1073,0,1449,592,1488
2019-10,대륜동,130711.37940000002,8653.5506,140111.09340000004,588,250,1050,1485,205,0,1175,67,1042,1275,149,714,237,30,509,57,118,267,272,0,191,726,33,910,862,66,39,7,1372,456,1332
2019-10,대정읍,679096.4131000002,40159.828,433162.52970000013,930,162,872,1483,138,0,1187,1064,1079,1488,955,467,366,2,1135,1479,746,759,586,0,1004,905,15,733,317,1427,860,0,1142,230,1478
2019-10,대천동,71511.28329999998,8852.019100000001,79915.5205,187,296,735,1400,432,89,1323,35,154,528,78,148,18,14,730,239,426,36,691,0,916,68,23,112,109,42,20,0,1196,1157,1107
2019-10,도두동,47664.5342,3349.4450000000006,74432.4525,583,55,343,1470,20,0,518,38,200,417,99,237,8,1,690,216,61,734,17,1,143,72,49,82,172,35,403,73,689,30,829
2019-10,동홍동,176830.67019999996,10832.756,104139.6058,543,4,854,1488,44,2,1214,19,376,1049,20,724,547,0,663,77,477,83,8,0,517,64,26,802,44,683,16,0,1078,205,1149
2019-10,봉개동,34026.189099999996,4084.9139,81467.82089999999,54,35,201,1263,1,0,406,39,33,1264,104,445,7,1,146,483,62,586,8,1,1043,44,417,62,59,49,59,0,884,61,1225
2019-10,삼도1동,72789.8989,9053.647599999998,56424.2031,11,7,700,1330,11,1,459,59,68,380,59,432,10,199,63,29,184,10,24,0,140,0,40,508,17,3,33,0,628,740,897
2019-10,삼도2동,83434.92189999999,9216.9677,96927.2611,27,20,211,1478,58,0,1150,189,52,649,120,474,703,0,380,112,85,86,4,5,448,10,139,746,565,12,875,0,624,238,1033
2019-10,삼양동,80053.3351,7033.538299999997,45325.00250000002,53,12,300,1200,26,0,842,8,34,157,18,1049,66,0,616,654,22,40,3,0,742,41,195,792,10,345,109,0,788,48,1022
2019-10,서홍동,51320.9415,4384.952200000001,120156.33860000002,466,0,247,1313,0,1,253,51,22,1323,622,70,38,0,204,199,601,159,28,0,1299,57,0,361,42,1,3,15,805,182,1328
2019-10,성산읍,311499.88499999995,26402.8208,200136.9014,202,29,840,1488,68,3,1218,204,289,1488,608,1029,737,0,1133,1452,209,704,136,25,1124,43,726,667,323,750,551,0,993,606,1467
2019-10,송산동,52948.103500000005,3902.2178999999996,72186.77990000001,235,0,51,1309,2,1,385,34,46,1394,66,35,4,0,14,345,10,63,9,0,68,27,23,65,6,6,37,0,993,35,1421
2019-10,아라동,886188.5151999999,40174.20160000001,194331.10539999997,816,747,1365,1488,10,10,1202,106,619,1018,1480,834,11,0,143,762,1392,851,8,2,1107,627,1484,1090,1004,43,1008,0,1190,1261,1484
2019-10,안덕면,921976.5179000002,118869.81489999995,337481.7439,1125,131,1356,1488,4,2,1285,592,1353,1368,1031,1428,64,1,267,557,371,176,1117,0,1029,982,50,713,484,968,1244,0,1467,807,1329
2019-10,애월읍,631634.7630000002,78778.0417,836469.5329999999,736,723,1192,1488,54,1,1427,244,559,1488,756,1412,40,272,1175,1018,1203,634,257,0,1488,751,779,1130,1042,1422,971,66,1484,1030,1488
2019-10,연동,1681295.7202,241708.2691,599589.0970000001,727,1336,1085,1488,14,0,1401,169,768,673,852,964,148,7,1128,875,922,1072,708,0,1488,754,195,882,919,499,1010,4,1486,737,1410
2019-10,영천동,77852.7621,10822.010799999998,144683.9068,136,2,179,1369,7,2,1035,55,47,1295,259,90,144,1,94,87,443,983,10,4,1292,72,26,764,18,714,76,4,1036,814,1391
2019-10,예래동,131041.2794,39444.106500000016,122554.99,254,39,875,1488,65,30,1197,197,477,476,598,544,665,87,471,103,457,793,236,0,661,113,118,389,385,72,181,1,1374,358,1000
2019-10,오라동,104582.5712,17606.846299999997,151158.61620000002,284,126,937,1485,35,1,878,30,79,546,91,516,9,61,68,160,375,90,28,1,820,108,77,728,873,134,348,0,1247,163,1273
2019-10,외도동,95218.1699,7721.668300000001,63520.897800000006,12,33,84,1298,0,0,651,2,2,480,8,680,2,12,750,24,154,135,2,6,775,13,57,986,13,338,341,0,898,37,852
2019-10,용담1동,38411.16629999999,2355.639800000001,43737.183000000005,14,18,233,1254,5,15,395,125,43,252,15,51,11,0,4,5,15,4,20,0,514,12,68,100,24,0,68,0,311,21,784
2019-10,용담2동,73138.21860000002,23462.326699999998,248368.84870000003,365,245,804,1488,103,10,1368,240,763,804,343,585,26,12,161,120,242,159,198,35,731,158,196,348,884,274,467,71,1345,129,1256
2019-10,우도면,10490.382800000003,260.375,54286.43560000001,16,24,26,831,2,0,151,28,9,1271,170,20,3,0,620,17,0,4,8,0,22,1,5,25,5,1,20,0,98,12,979
2019-10,이도1동,67929.8752,9966.832600000003,119932.82770000001,61,87,398,1458,43,0,712,89,27,754,663,452,29,0,53,79,625,25,37,0,792,75,171,638,62,84,800,0,1048,416,989
2019-10,이도2동,257532.98019999996,20689.5656,225779.62389999992,573,251,842,1488,12,1,1279,572,705,643,1302,807,26,9,63,177,792,138,57,1,838,51,930,899,792,861,184,0,1378,957,1338
2019-10,이호동,93553.33640000001,19478.733700000004,64561.87940000001,102,12,61,1481,1,0,204,19,41,489,94,494,8,0,618,767,125,140,37,2,99,25,41,143,107,137,204,24,454,1325,745
2019-10,일도1동,10170.5134,3187.5685,75934.3676,9,7,100,1217,5,0,808,23,41,1090,84,101,13,0,57,199,97,41,6,0,440,2,53,452,81,255,53,0,696,99,704
2019-10,일도2동,168932.16790000006,7628.0617,74172.3551,64,3,429,1310,106,0,1281,17,42,1114,64,754,6,1,728,93,85,53,3,0,670,5,941,1134,353,302,316,0,982,296,1092
2019-10,정방동,109525.2801,13199.9635,142521.43320000003,313,1,129,1478,9,4,785,56,412,1257,108,303,90,1,56,33,13,56,40,0,58,59,35,487,714,24,121,21,970,31,1387
2019-10,조천읍,376517.7757000001,21553.2942,219946.62000000002,313,37,1183,1488,46,1,1326,223,303,1318,1440,848,24,692,1347,1040,778,827,52,0,1182,81,372,1270,466,597,306,0,1281,1011,1316
2019-10,중문동,239659.36799999996,9948.894499999999,157360.9343,443,106,989,1487,20,2,1333,54,545,1221,889,127,155,33,713,787,720,10,698,0,1112,65,194,778,321,35,63,0,1204,764,1342
2019-10,중앙동,51375.3517,8886.2694,65596.65610000001,180,6,283,1414,32,1,620,37,78,566,35,265,628,0,127,112,32,4,5,0,88,26,6,561,13,97,26,0,890,110,862
2019-10,천지동,6694.815200000003,1816.4176000000002,37398.318499999994,12,6,97,1184,4,0,384,40,51,443,21,50,150,3,20,46,2,0,48,0,58,79,6,455,83,11,33,0,697,42,661
2019-10,추자면,30769.7075,3311.367,107902.3892,9,27,61,1282,27,0,279,32,4,1435,106,20,3,0,93,1002,223,334,28,3,815,6,276,96,24,99,5,1,366,51,1465
2019-10,표선면,219217.9699,15960.1523,114957.7825,130,2,1240,1487,100,0,1488,38,101,1228,193,358,17,0,914,1024,457,834,20,0,995,22,788,760,474,827,454,0,803,874,1143
2019-10,한경면,145034.24380000003,15344.6067,175039.92270000005,100,55,674,1284,3,0,1479,35,689,1469,242,36,17,0,1026,991,81,745,61,0,1310,203,738,711,136,667,22,0,742,64,1379
2019-10,한림읍,826615.8378000001,82134.59050000003,473484.2128000001,246,66,1195,1488,72,11,1430,55,607,1488,1033,897,8,0,1203,1117,1096,1425,16,0,1488,765,148,1253,527,1339,132,0,1285,778,1488
2019-10,화북동,252735.1907,31707.904199999997,71698.60519999999,24,5,899,1471,2,0,908,640,128,885,295,787,18,323,335,870,91,807,0,3,928,6,201,1369,43,443,18,0,1412,1269,988
2019-10,효돈동,76450.94419999998,6715.0884,21786.432600000004,5,0,37,968,24,0,79,49,4,358,4,29,0,0,744,887,70,6,26,0,423,3,8,1152,6,6,23,0,893,236,874
2019-11,건입동,118937.5998,29574.6982,205184.04809999999,64,38,307,1438,515,0,1050,53,100,1432,263,178,49,21,432,739,541,494,8,0,796,49,123,1083,392,42,635,19,967,119,1420
2019-11,구좌읍,293280.9137000001,22759.643500000002,138686.7705,117,115,362,1387,9,0,1111,111,188,1428,634,876,22,24,725,1089,616,838,67,0,1436,45,760,1211,154,967,169,2,1178,840,1363
2019-11,남원읍,240602.74710000007,27550.139600000002,224813.54720000003,38,115,323,1440,29,0,522,708,65,1440,848,144,595,485,747,1025,549,1133,78,0,1430,747,81,946,36,101,47,3,1405,522,1439
2019-11,노형동,1118777.2846000001,102636.99799999998,567164.9565000001,830,1375,1183,1440,15,3,1381,726,730,1311,585,989,59,620,832,806,1010,748,555,0,1440,207,160,1392,363,753,1050,62,1410,890,1440
2019-11,대륜동,124861.29579999998,4367.707299999999,126194.61779999999,568,276,848,1438,217,0,1212,125,507,1118,255,762,188,36,587,95,309,692,375,0,446,681,103,1066,1023,177,94,11,1187,281,1151
2019-11,대정읍,611473.6078,57295.8713,403950.39369999984,744,1,1059,1440,123,0,1180,1368,880,1440,1177,452,16,1,829,1439,712,732,542,0,1401,853,169,754,53,796,1418,0,1396,183,1440
2019-11,대천동,71775.5123,2857.3369000000002,83724.20650000001,234,370,751,1436,348,0,1089,13,133,457,40,382,81,12,698,38,454,36,686,0,1132,115,28,93,117,60,32,19,1016,734,1018
2019-11,도두동,43129.08679999999,6399.111399999998,69069.1603,73,3,230,1440,9,0,383,13,113,541,78,216,6,17,679,133,55,672,40,0,194,57,43,129,129,159,439,161,475,161,991
2019-11,동홍동,167123.5084,13768.0193,96092.21939999999,221,13,742,1440,30,5,862,52,390,767,44,736,246,0,660,80,734,184,38,0,403,176,57,655,518,632,50,3,1259,215,1082
2019-11,봉개동,39577.16590000001,10511.091699999997,94637.93520000002,34,42,176,1327,6,0,313,4,34,1303,159,440,4,41,97,665,43,686,2,0,1204,29,379,100,102,154,26,2,810,176,1180
2019-11,삼도1동,59531.560299999976,6747.8983,65542.9021,34,0,663,1432,2,0,528,19,73,300,73,447,13,65,81,19,142,4,16,0,274,14,78,550,99,30,107,0,561,726,1331
2019-11,삼도2동,78259.07719999999,5172.4662,105219.9216,112,105,343,1431,55,0,1163,74,60,681,259,526,717,65,489,48,87,94,39,0,596,15,176,742,666,26,702,42,470,363,998
2019-11,삼양동,69375.62329999999,231.24559999999997,26642.3495,1,41,374,1020,1,0,777,2,3,129,8,731,0,0,317,109,44,10,0,0,525,59,8,709,14,105,45,0,816,121,1127
2019-11,서홍동,59108.7726,4845.8821,136767.9404,414,7,126,1374,8,2,197,4,35,1426,501,112,70,29,171,187,621,334,23,0,804,76,3,368,40,39,30,0,787,206,1403
2019-11,성산읍,293078.83389999997,11826.522399999998,195067.00839999993,120,107,418,1439,57,0,1278,84,142,1440,715,857,725,0,787,1067,379,801,93,0,1413,93,697,628,311,850,473,10,980,493,1398
2019-11,송산동,48913.40979999999,7890.194699999998,83345.5278,254,1,30,1350,37,11,372,5,33,1253,261,22,14,2,24,148,61,28,29,0,30,2,9,40,43,24,82,0,1240,40,1379
2019-11,아라동,802826.6945,44669.228899999995,197400.23110000003,794,733,803,1440,42,0,1191,166,760,1138,1425,1020,61,15,176,1280,1428,570,30,0,1057,629,1263,1004,735,809,769,2,1204,728,1440
2019-11,안덕면,998726.4716,122657.1783,294720.3059000001,854,35,1373,1440,67,1,1258,610,1302,1343,1085,1364,21,14,218,478,439,141,1085,0,1109,1073,94,812,369,1134,1163,4,1440,792,1334
2019-11,애월읍,689851.9247000001,90915.26570000002,805554.4181,787,712,1154,1440,67,4,1404,85,370,1440,1007,984,23,368,1269,934,834,588,196,0,1437,660,745,1319,972,1362,669,43,1438,1334,1440
2019-11,연동,1564013.5183999997,218600.1469,610313.8555000001,465,1103,1416,1440,221,5,1407,176,802,821,951,1030,491,30,999,515,1380,748,1227,0,1439,817,220,975,924,601,1083,46,1322,1103,1428
2019-11,영천동,76553.35619999998,11491.244499999999,133209.7003,47,4,52,1361,38,0,822,29,15,1372,209,82,37,7,194,47,691,1180,39,0,959,15,25,691,74,427,16,31,1202,732,1410
2019-11,예래동,112599.32260000003,26306.3061,132560.0453,139,204,935,1439,77,84,1129,86,225,552,570,320,456,93,415,79,529,796,303,0,657,105,90,234,424,13,61,3,1318,288,801
2019-11,오라동,111644.42020000001,11501.786700000004,147124.38780000003,331,126,805,1431,42,1,899,77,176,607,246,649,23,50,112,99,291,39,111,0,758,35,92,494,745,123,353,3,957,267,1299
2019-11,외도동,78314.38420000001,7111.113599999999,52176.22529999999,6,5,65,1302,2,10,616,7,2,585,125,679,24,0,716,21,104,80,33,0,263,6,4,929,2,418,306,0,791,51,826
2019-11,용담1동,36391.60830000001,3614.4600000000005,51641.010300000016,13,2,174,1397,2,0,390,25,86,228,41,173,21,1,14,6,26,13,40,0,482,3,58,111,51,3,111,3,333,56,952
2019-11,용담2동,68498.59540000002,23776.6567,237230.04339999997,238,243,919,1440,102,4,1334,90,716,830,424,620,499,7,116,119,279,149,252,24,874,149,240,402,864,430,430,43,1297,187,1255
2019-11,우도면,8023.261400000001,818.234,64435.47599999999,33,0,32,863,6,0,192,19,6,1277,201,47,3,0,631,6,8,2,21,0,6,1,5,6,9,3,31,3,130,1,1106
2019-11,이도1동,61466.101199999976,6638.335400000001,84479.68969999999,49,55,337,1433,13,0,551,51,27,558,318,477,18,13,39,50,335,34,45,0,795,142,53,494,260,157,659,0,953,443,1271
2019-11,이도2동,242347.6668,24646.36570000001,208309.08310000002,527,320,923,1440,22,0,998,556,885,408,1241,867,38,115,95,197,754,68,35,0,991,28,661,857,989,776,193,1,1403,818,1367
2019-11,이호동,90574.8343,14693.336699999998,55424.14059999999,36,5,114,1428,3,0,229,10,20,663,182,522,2,3,731,714,66,704,8,0,122,44,6,153,45,314,260,2,525,726,604
2019-11,일도1동,17371.754999999997,4344.5416,74427.5538,17,10,57,1151,12,0,871,29,15,969,134,96,184,11,83,159,140,34,11,0,578,9,54,501,71,236,63,1,547,70,1062
2019-11,일도2동,144958.7589,16949.7569,78506.56860000001,40,6,523,1404,166,0,1122,32,69,1229,151,709,168,2,705,99,99,20,15,0,728,3,470,819,492,290,402,0,811,341,1402
2019-11,정방동,104041.61660000001,14589.4551,131297.0601,184,1,146,1396,132,46,805,50,261,1181,194,253,74,0,67,71,40,54,27,0,88,64,78,425,682,28,37,2,887,18,1355
2019-11,조천읍,326135.1376000001,24318.974199999993,217313.7821,315,74,1077,1440,33,0,1431,30,214,1306,892,777,93,629,1278,1246,832,877,34,0,1326,77,238,1341,201,699,243,5,1368,334,1392
2019-11,중문동,223758.7412,11596.4354,181928.06329999998,455,36,1161,1440,12,18,1166,23,470,1323,1199,415,292,223,446,749,801,20,602,0,1103,75,138,760,471,86,47,1,1405,458,1427
2019-11,중앙동,49029.3439,10819.496400000004,60124.564800000015,158,0,592,1275,8,0,603,49,51,817,10,257,617,17,126,128,62,3,34,0,85,69,7,377,369,301,60,2,971,291,815
2019-11,천지동,7719.3991,1303.313,33229.8074,39,2,183,1157,34,2,333,4,50,344,10,57,128,15,31,62,38,1,3,0,72,158,4,236,355,23,27,2,680,18,702
2019-11,추자면,29406.8366,6452.550800000004,157593.57869999998,52,6,22,1253,0,48,213,10,6,1435,304,61,58,1,59,1099,317,343,5,0,897,3,91,40,12,102,16,4,205,7,1436
2019-11,표선면,213845.4491,19741.335799999997,103542.20390000002,14,64,1223,1440,2,0,1074,32,72,1321,123,250,115,21,930,955,570,703,111,0,1322,13,944,725,701,1208,346,2,1027,828,1115
2019-11,한경면,134301.45930000002,9334.695,119996.2871,100,44,1013,1311,7,3,1410,58,941,1427,286,108,8,2,755,976,98,730,51,0,1118,140,664,717,140,592,9,0,594,11,1399
2019-11,한림읍,811872.3300000001,95124.99870000001,374564.35399999993,372,118,1008,1440,66,3,1354,94,632,1440,896,651,352,257,790,1339,714,976,10,0,1440,754,49,1130,330,1336,36,7,1440,842,1431
2019-11,화북동,232248.87590000004,24774.3747,76283.90279999998,89,33,738,1433,7,0,1198,628,124,820,632,784,3,218,128,883,64,767,8,0,1400,48,122,1303,73,406,30,0,890,785,956
2019-11,효돈동,70611.9498,4126.6921,22531.177,15,13,69,1088,8,0,43,28,4,276,7,14,32,1,735,834,119,13,0,0,538,1,13,730,6,20,6,0,697,175,967
2019-12,건입동,125221.68879999999,28139.549299999995,264862.8587999999,25,34,213,1470,498,0,1101,53,44,1485,424,165,137,76,373,627,171,628,17,0,693,9,131,1003,365,95,626,0,1062,59,1463
2019-12,구좌읍,286988.24150000006,19416.8545,170278.03569999998,108,65,721,1488,81,0,1097,42,236,1478,696,745,5,78,775,1328,330,694,69,0,1480,59,748,1047,701,959,76,0,1112,873,1358
2019-12,남원읍,247068.8831,18197.917100000002,266758.37759999995,154,242,347,1452,14,0,554,706,38,1487,732,115,693,707,1166,1021,369,1215,18,5,1441,136,28,1472,171,76,79,22,1433,224,1480
2019-12,노형동,1215115.7705999997,103822.22270000001,585065.4626999999,847,874,1165,1488,26,0,1434,725,640,1411,675,1460,60,584,765,880,770,1402,526,0,1488,355,88,1445,339,759,1154,32,1472,1028,1472
2019-12,대륜동,140456.8136,4444.802,119055.61119999997,508,133,931,1474,234,0,1109,56,632,1170,88,655,183,49,625,129,116,744,305,2,681,713,0,830,665,122,72,0,1340,129,1134
2019-12,대정읍,583131.0644999999,20540.7346,362752.23799999995,882,427,872,1458,147,0,1321,1145,1098,1385,947,338,4,0,1393,1453,738,723,681,0,1463,777,3,978,63,894,761,1,1378,364,1487
2019-12,대천동,76034.18490000001,3927.708699999999,68013.2608,212,108,781,1301,453,0,1037,13,114,527,30,408,42,12,503,165,357,87,535,0,958,91,2,169,239,26,10,0,1267,756,912
2019-12,도두동,50158.46170000001,2881.414999999999,84079.50869999999,96,20,125,1461,19,0,504,27,143,898,20,275,4,4,762,53,40,671,66,3,172,21,5,77,80,129,567,115,565,19,1093
2019-12,동홍동,172381.07849999995,8951.608300000002,99278.95860000003,124,37,783,1474,64,0,899,11,377,865,24,673,188,16,656,101,445,36,42,1,392,182,11,774,284,1152,76,4,1199,255,1125
2019-12,봉개동,49756.993200000004,6721.012,102936.516,90,103,162,1344,1,0,474,30,9,1435,133,264,9,31,355,535,108,867,7,1,1064,27,368,81,59,185,18,0,841,262,1348
2019-12,삼도1동,67962.3218,11176.9321,62154.2172,45,14,669,1329,16,0,629,34,32,390,91,549,4,350,102,59,138,14,83,0,423,3,27,621,264,8,42,0,648,749,1258
2019-12,삼도2동,62261.13270000001,5280.0879,92158.46299999996,21,11,337,1470,60,0,1107,105,49,923,219,477,650,30,348,71,90,86,79,0,404,3,69,732,633,25,722,0,650,233,932
2019-12,삼양동,68096.9356,4299.600399999999,30867.76179999999,29,8,469,1436,1,0,824,1,5,238,28,697,0,0,611,123,14,28,2,0,343,1,10,754,84,141,128,0,822,22,908
2019-12,서홍동,83168.89490000001,7136.1876999999995,139848.7081,238,38,268,1311,6,0,190,4,25,1458,627,98,280,53,160,164,525,61,29,0,937,71,0,147,41,268,26,2,794,230,1315
2019-12,성산읍,296227.5037,14561.993100000003,197287.42440000002,96,42,477,1488,20,0,1192,100,132,1488,550,899,788,61,818,977,243,960,122,0,911,69,560,676,358,859,212,0,744,174,1478
2019-12,송산동,49327.318799999994,4653.109,94044.4897,256,0,56,1135,3,0,203,2,9,1394,130,34,6,10,50,146,0,139,9,0,53,39,3,15,187,83,53,0,829,25,1388
