base_date,emd_nm,waste_em_cnt,waste_em_g,waste_pay_amt
2020-12,도두동,6863,17619050,526840
2020-12,동홍동,45999,106031300,3169520
2020-12,봉개동,8207,15685200,468528
2020-12,삼도1동,26591,57201600,1709407
2020-12,삼도2동,15019,31214650,929188
2020-12,삼양동,46912,97844950,2908149
2020-12,서홍동,15749,40146100,1199201
2020-12,성산읍,10956,58846300,1754336
2020-12,송산동,5865,18290650,547236
2020-12,아라동,58078,119343000,3563384
2020-12,안덕면,9953,33677650,1002292
2020-12,알수없음,239,2147470,64369
2020-12,애월읍,33615,88980300,2661340
2020-12,연동,96956,195632400,5841486
2020-12,영천동,11034,45443100,1360586
2020-12,예래동,4537,14459450,432683
2020-12,오라동,29036,62629100,1871624
2020-12,외도동,46892,98028250,2929223
2020-12,용담1동,14631,30491200,911115
2020-12,용담2동,30475,61444900,1835745
2020-12,이도1동,18623,37794550,1129214
2020-12,이도2동,106044,220681900,6589301
2020-12,이호동,9161,20953200,626288
2020-12,일도1동,5743,16798950,502537
2020-12,일도2동,75320,155449300,4644754
2020-12,정방동,6890,24757700,735794
2020-12,조천읍,21164,52436150,1567977
2020-12,중문동,20924,55735800,1661093
2020-12,중앙동,13191,43377950,1298834
2020-12,천지동,9023,29137100,871889
2020-12,표선면,7193,29948950,896677
2020-12,한경면,5476,18862000,564545
2020-12,한림읍,19001,65998800,1975370
2020-12,화북동,57705,110165700,3290603
2020-12,효돈동,7493,26823800,802868
2021-01,건입동,17467,36737750,1097802
2021-01,구좌읍,9025,25143650,752046
2021-01,남원읍,14101,56595100,1694399
2021-01,노형동,120758,247444300,7393542
2021-01,대륜동,17589,44229050,1319090
2021-01,대정읍,35084,105314800,3148492
2021-01,대천동,26239,62019900,1836310
2021-01,도두동,6898,17814850,532726
2021-01,동홍동,45790,107302450,3207633
2021-01,봉개동,7966,15180900,453441
2021-01,삼도1동,25715,55008750,1643865
2021-01,삼도2동,12959,28184650,842344
2021-01,삼양동,45538,94467640,2804429
2021-01,서홍동,16533,42811500,1277628
2021-01,성산읍,9800,51552400,1534718
2021-01,송산동,5517,17074050,510824
2021-01,아라동,55238,115795850,3457152
2021-01,안덕면,9832,33522600,1003220
2021-01,알수없음,237,2057700,61668
2021-01,애월읍,32503,84554750,2529006
2021-01,연동,92675,186455350,5567724
2021-01,영천동,10412,43607950,1305692
2021-01,예래동,4525,14789450,442544
2021-01,오라동,27858,60085650,1795679
2021-01,외도동,45127,96402550,2880875
2021-01,용담1동,13667,28496450,851445
2021-01,용담2동,28266,57256400,1710706
2021-01,이도1동,16910,33481750,1000292
2021-01,이도2동,101519,214562700,6407461
2021-01,이호동,8663,19924750,595613
2021-01,일도1동,5256,15883200,475165
2021-01,일도2동,69020,145053150,4334324
2021-01,정방동,6087,21318250,633228
2021-01,조천읍,21511,53697250,1605674
2021-01,중문동,20185,54313151,1618291
2021-01,중앙동,9002,39760550,1190533
2021-01,천지동,8490,27231750,814847
2021-01,표선면,6140,27386150,820089
2021-01,한경면,5111,17767250,531778
2021-01,한림읍,18369,60314250,1805028
2021-01,화북동,55138,106196950,3172108
2021-01,효돈동,7053,26069950,780322
2021-02,건입동,13784,29397850,878538
2021-02,구좌읍,8833,26678900,798152
2021-02,남원읍,13816,56178800,1681205
2021-02,노형동,108469,227399950,6795260
2021-02,대륜동,16256,41473600,1237515
2021-02,대정읍,32472,99042750,2961654
2021-02,대천동,23585,56333000,1679618
2021-02,도두동,5969,15402250,460579
2021-02,동홍동,43531,103601250,3097236
2021-02,봉개동,6496,12899650,385384
2021-02,삼도1동,20172,43495350,1299813
2021-02,삼도2동,12085,26655750,796660
2021-02,삼양동,38048,80428320,2403325
2021-02,서홍동,16133,42488650,1268342
2021-02,성산읍,9721,54796550,1634355
2021-02,송산동,5255,17695700,529586
2021-02,아라동,49746,104113000,3108446
2021-02,안덕면,9544,35158950,1052383
2021-02,알수없음,224,1985100,59502
2021-02,애월읍,30567,81911700,2450078
2021-02,연동,85077,175310650,5235507
2021-02,영천동,9637,40278950,1206036
2021-02,예래동,4563,15566250,465853
2021-02,오라동,22967,50073100,1496493
2021-02,외도동,39492,84339150,2520317
2021-02,용담1동,10887,22772750,680449
2021-02,용담2동,24419,49429650,1476815
2021-02,이도1동,13680,28316950,846101
2021-02,이도2동,83034,178656200,5334543
2021-02,이호동,6817,16235200,485381
2021-02,일도1동,3763,11973600,358260
2021-02,일도2동,56372,118399850,3537788
2021-02,정방동,5692,20680400,613167
2021-02,조천읍,20543,52488300,1569766
2021-02,중문동,19162,54608900,1627731
2021-02,중앙동,8775,41363750,1238747
2021-02,천지동,8281,28012700,838333
2021-02,표선면,6627,28420550,850965
2021-02,한경면,4975,17276700,517079
2021-02,한림읍,17384,60052534,1797415
2021-02,화북동,40817,79066250,2361878
2021-02,효돈동,6795,26128400,782163
2021-03,건입동,16998,34167750,1020797
2021-03,구좌읍,10269,30919350,924985
2021-03,남원읍,14974,62602150,1873290
2021-03,노형동,115113,232733500,6953675
2021-03,대륜동,17931,45509750,1357737
2021-03,대정읍,36061,105467100,3153248
2021-03,대천동,25623,59499550,1774752
2021-03,도두동,6681,17504100,523480
2021-03,동홍동,44732,101916400,3046301
2021-03,봉개동,7480,13873900,414359
2021-03,삼도1동,23787,50034650,1495108
2021-03,삼도2동,11799,24801600,741111
2021-03,삼양동,42531,87197200,2605322
2021-03,서홍동,17363,43048550,1285182
2021-03,성산읍,11156,60014350,1789092
2021-03,송산동,5786,20041950,599794
2021-03,아라동,51813,105042100,3135927
2021-03,안덕면,10760,39511350,1182662
2021-03,알수없음,230,2153800,64560
2021-03,애월읍,33859,90262150,2699833
2021-03,연동,90560,183660400,5484355
2021-03,영천동,10530,44995500,1347270
2021-03,예래동,4920,17300600,517786
2021-03,오라동,25401,53931150,1611630
2021-03,외도동,43893,90926700,2716943
2021-03,용담1동,12237,25848900,772446
2021-03,용담2동,28065,56587400,1690568
2021-03,이도1동,17110,37497450,1120658
2021-03,이도2동,95874,198242608,5919242
2021-03,이호동,7967,18808700,562302
2021-03,일도1동,5418,18107050,541869
2021-03,일도2동,65689,134650500,4023160
2021-03,정방동,6349,23135350,685425
2021-03,조천읍,23945,59529200,1780134
2021-03,중문동,22121,60028350,1793631
2021-03,중앙동,9755,45449200,1361043
2021-03,천지동,9317,32971750,986826
2021-03,표선면,7606,34260000,1025924
2021-03,한경면,5727,21007400,628842
2021-03,한림읍,19901,69780550,2088688
2021-03,화북동,53509,101663700,3036567
2021-03,효돈동,7492,26845400,803505
2021-04,건입동,17780,35386850,1057232
2021-04,구좌읍,11197,33131350,991154
2021-04,남원읍,15199,61957700,1853834
2021-04,노형동,110768,212851000,6358341
2021-04,대륜동,18317,44380900,1324745
2021-04,대정읍,35556,101782450,3043155
2021-04,대천동,24561,53705700,1601545
2021-04,도두동,6926,17377150,519593
2021-04,동홍동,43687,93011250,2778522
2021-04,봉개동,7564,13278500,396462
2021-04,삼도1동,25571,51074200,1525816
2021-04,삼도2동,11627,23157600,691836
2021-04,삼양동,43813,84829840,2533936
2021-04,서홍동,16810,39314300,1173536
2021-04,성산읍,11484,63529350,1893965
2021-04,송산동,6039,22429600,671388
2021-04,아라동,50260,94682900,2825579
2021-04,안덕면,11464,40209250,1203460
2021-04,알수없음,212,1936900,58057
2021-04,애월읍,35383,91456441,2735409
2021-04,연동,87258,167509250,5001183
2021-04,영천동,9487,41495250,1242548
2021-04,예래동,5256,17646850,528119
2021-04,오라동,25765,51424200,1536252
2021-04,외도동,45171,89457350,2672512
2021-04,용담1동,13947,28097300,839485
2021-04,용담2동,28990,58446350,1746214
2021-04,이도1동,18201,39182450,1170955
2021-04,이도2동,97899,192527200,5747928
2021-04,이호동,8655,19633000,586840
2021-04,일도1동,5789,18833000,563538
2021-04,일도2동,69143,131462200,3926732
2021-04,정방동,6401,21122400,625580
2021-04,조천읍,24691,58934750,1762148
2021-04,중문동,23495,61827300,1849039
2021-04,중앙동,9366,43809700,1311944
2021-04,천지동,9390,31792150,951486
2021-04,표선면,8366,38444700,1151341
2021-04,한경면,6147,22908150,685772
2021-04,한림읍,20950,73755600,2207704
2021-04,화북동,55664,99636900,2975351
2021-04,효돈동,7399,25200200,754194
2021-05,건입동,20131,38047500,1136417
2021-05,구좌읍,12014,34451200,1030579
2021-05,남원읍,16071,59816600,1789111
2021-05,노형동,123524,227061100,6781308
2021-05,대륜동,20159,46104350,1375720
2021-05,대정읍,42373,113929800,3405235
2021-05,대천동,27284,58341550,1739063
2021-05,도두동,8298,19663550,587847
2021-05,동홍동,46424,94027400,2807843
2021-05,봉개동,9026,15601950,465787
2021-05,삼도1동,29938,57099250,1705541
2021-05,삼도2동,12852,24945700,745184
2021-05,삼양동,49969,93122870,2781197
2021-05,서홍동,16953,38265400,1142491
2021-05,성산읍,11459,57482500,1710269
2021-05,송산동,6718,26770600,801455
2021-05,아라동,57174,107045700,3194475
2021-05,안덕면,13399,44037200,1317870
2021-05,알수없음,260,1910750,57259
2021-05,애월읍,41080,103211100,3086534
2021-05,연동,98129,181776100,5426576
2021-05,영천동,8559,32951350,986459
2021-05,예래동,6346,19494750,583282
2021-05,오라동,29350,57321800,1712295
2021-05,외도동,50516,97421950,2910028
2021-05,용담1동,16992,33500950,1000843
2021-05,용담2동,33544,61815700,1846122
2021-05,이도1동,20656,42806500,1279079
2021-05,이도2동,112714,215882550,6444414
2021-05,이호동,9544,20363000,608488
2021-05,일도1동,6279,18297050,547356
2021-05,일도2동,79927,147183350,4395535
2021-05,정방동,6612,22329500,660973
2021-05,조천읍,24836,58813300,1758559
2021-05,중문동,27174,68885700,2060037
2021-05,중앙동,9258,39221700,1174348
2021-05,천지동,8464,27860850,833720
2021-05,표선면,8786,36223050,1084556
2021-05,한경면,7625,26927600,806001
2021-05,한림읍,24046,79295550,2373113
2021-05,화북동,62978,109316800,3263926
2021-05,효돈동,6682,21724850,650080
2021-06,건입동,20296,36493300,1089760
2021-06,구좌읍,14031,37807150,1130748
2021-06,남원읍,17330,62927050,1882300
2021-06,노형동,133924,239069250,7139202
2021-06,대륜동,20790,46745900,1393974
2021-06,대정읍,41806,109850800,3271828
2021-06,대천동,26836,56178400,1674289
2021-06,도두동,8749,19733350,589865
2021-06,동홍동,46479,86524400,2581670
2021-06,봉개동,9426,16048700,479157
2021-06,삼도1동,32306,59222300,1768609
2021-06,삼도2동,12943,24066500,718753
2021-06,삼양동,52430,96172500,2872148
2021-06,서홍동,14277,29767600,888409
2021-06,성산읍,17581,85688760,2555047
2021-06,송산동,8196,31243800,935303
2021-06,아라동,60530,112190800,3346777
2021-06,안덕면,13805,46467450,1385481
2021-06,알수없음,327,2157850,64651
2021-06,애월읍,42490,103756400,3102615
2021-06,연동,105468,189432610,5678533
2021-06,영천동,9652,35074700,1049860
2021-06,예래동,6328,18753350,561054
2021-06,오라동,30482,58187300,1738107
2021-06,외도동,53226,100096900,2989654
2021-06,용담1동,18047,33693350,1006285
2021-06,용담2동,35913,62862000,1876935
2021-06,이도1동,13892,28492400,851337
2021-06,이도2동,127973,225423200,6688412
2021-06,이호동,10497,21586550,645034
2021-06,일도1동,2707,7451200,222864
2021-06,일도2동,84360,147438200,4402149
2021-06,정방동,6864,21580950,645614
2021-06,조천읍,27732,63927750,1911187
2021-06,중문동,28002,66140250,1977456
2021-06,중앙동,10772,41422700,1240018
2021-06,천지동,10680,31676600,947646
2021-06,표선면,10751,42453750,1271419
2021-06,한경면,8031,27060150,809898
2021-06,한림읍,25653,82746990,2476292
2021-06,화북동,66088,110750050,3306029
2021-06,효돈동,8720,27554100,824457
