base_date,emd_nm,em_cnt,em_g,pay_amt
2019-05-03,천지동,80,267800,8016
2019-05-03,표선면,153,623200,18660
2019-05-03,화북동,1769,3316100,99047
2019-05-03,효돈동,123,415050,11812
2019-05-04,건입동,694,1451150,43358
2019-05-04,남원읍,209,682150,20415
2019-05-04,노형동,3725,7352900,219333
2019-05-04,대륜동,560,1249850,36603
2019-05-04,대정읍,838,2944950,88039
2019-05-04,대천동,498,943300,27530
2019-05-04,도두동,189,468100,13994
2019-05-04,동홍동,387,1058000,29922
2019-05-04,봉개동,262,526850,15734
2019-05-04,삼도1동,954,2059100,61537
2019-05-04,삼도2동,620,1204600,35139
2019-05-04,삼양동,1527,2977500,88955
2019-05-04,서홍동,229,509850,14922
2019-05-04,성산읍,327,2391150,71562
2019-05-04,송산동,110,400650,11990
2019-05-04,아라동,1897,3851900,114912
2019-05-04,안덕면,232,887650,26574
2019-05-04,애월읍,92,158250,4722
2019-05-04,연동,2921,5945700,177618
2019-05-04,영천동,121,590300,17676
2019-05-04,예래동,101,497000,13713
2019-05-04,오라동,858,1795600,53134
2019-05-04,외도동,1392,2786550,83245
2019-05-04,용담1동,510,1122050,33540
2019-05-04,용담2동,1082,2205750,65906
2019-05-04,이도1동,636,1581100,47265
2019-05-04,이도2동,3233,7056250,210791
2019-05-04,이호동,259,582150,17400
2019-05-04,일도1동,184,566900,16965
2019-05-04,일도2동,2305,4964050,148329
2019-05-04,정방동,59,179200,5361
2019-05-04,중문동,393,1012350,29227
2019-05-04,중앙동,131,641350,19210
2019-05-04,천지동,55,190750,5706
2019-05-04,표선면,194,1182400,35424
2019-05-04,화북동,1808,3388450,101197
2019-05-04,효돈동,128,502100,14475
2019-05-05,건입동,716,1666000,49808
2019-05-05,남원읍,205,762500,22826
2019-05-05,노형동,3884,8056650,240432
2019-05-05,대륜동,518,1000300,29495
2019-05-05,대정읍,834,2630850,78651
2019-05-05,대천동,417,908750,26793
2019-05-05,도두동,189,475850,14225
2019-05-05,동홍동,442,1221450,34745
2019-05-05,봉개동,254,561550,16781
2019-05-05,삼도1동,996,2057600,61480
2019-05-05,삼도2동,633,1326050,38943
2019-05-05,삼양동,1611,3125050,93346
2019-05-05,서홍동,201,433500,12824
2019-05-05,성산읍,316,1954900,58325
2019-05-05,송산동,113,345700,10343
2019-05-05,아라동,2050,3927900,117191
2019-05-05,안덕면,247,1023050,30630
2019-05-05,애월읍,99,201650,6026
2019-05-05,연동,3001,6040600,180402
2019-05-05,영천동,124,541800,16224
2019-05-05,예래동,86,273900,8195
2019-05-05,오라동,881,1831650,54085
2019-05-05,외도동,1481,2836600,84735
2019-05-05,용담1동,553,1280150,38271
2019-05-05,용담2동,1145,2406700,71908
2019-05-05,이도1동,646,1414600,42281
2019-05-05,이도2동,3453,6992650,208766
2019-05-05,이호동,299,661700,19773
2019-05-05,일도1동,191,619750,18542
2019-05-05,일도2동,2505,5327750,159203
2019-05-05,정방동,59,220100,6588
2019-05-05,중문동,433,1239800,35789
2019-05-05,중앙동,126,596200,17855
2019-05-05,천지동,78,305500,9148
2019-05-05,표선면,175,840500,25170
2019-05-05,화북동,1824,3553200,106137
2019-05-05,효돈동,157,537350,15079
2019-05-06,건입동,673,1408850,42099
2019-05-06,남원읍,210,669300,20021
2019-05-06,노형동,4139,8498250,253800
2019-05-06,대륜동,600,1333150,39154
2019-05-06,대정읍,915,3041350,90927
2019-05-06,대천동,587,1281050,37977
2019-05-06,도두동,228,547600,16370
2019-05-06,동홍동,458,1183350,32859
2019-05-06,봉개동,320,592650,17702
2019-05-06,삼도1동,1043,2124750,63476
2019-05-06,삼도2동,634,1259250,37307
2019-05-06,삼양동,1767,3583650,107078
2019-05-06,서홍동,231,507400,15088
2019-05-06,성산읍,317,1888000,56385
2019-05-06,송산동,98,315000,9432
2019-05-06,아라동,2265,4268000,127020
2019-05-06,안덕면,255,922700,27621
2019-05-06,애월읍,99,232200,6943
2019-05-06,연동,3189,6529800,194979
2019-05-06,영천동,150,656550,19656
2019-05-06,예래동,108,393350,11441
2019-05-06,오라동,945,2038750,60205
2019-05-06,외도동,1544,3215700,96092
2019-05-06,용담1동,538,1209500,36152
2019-05-06,용담2동,1101,2360100,70524
2019-05-06,이도1동,601,1406450,42039
2019-05-06,이도2동,3736,7793600,232745
2019-05-06,이호동,298,677600,20258
2019-05-06,일도1동,195,612750,18337
2019-05-06,일도2동,2520,5279900,157784
2019-05-06,정방동,78,244500,7319
2019-05-06,중문동,436,1128150,32066
2019-05-06,중앙동,164,719600,21546
2019-05-06,천지동,91,324500,9715
2019-05-06,표선면,184,998000,29896
2019-05-06,화북동,1901,3571950,106700
2019-05-06,효돈동,152,506400,14721
2019-05-07,건입동,696,1391250,41555
2019-05-07,남원읍,236,846300,25338
2019-05-07,노형동,4100,8130300,241442
2019-05-07,대륜동,546,1216600,35966
2019-05-07,대정읍,910,2696900,80588
2019-05-07,대천동,512,1056900,30985
2019-05-07,도두동,248,691600,20693
2019-05-07,동홍동,484,1142500,33667
2019-05-07,봉개동,261,516600,15432
2019-05-07,삼도1동,1041,2186450,65346
2019-05-07,삼도2동,603,1171600,34449
2019-05-07,삼양동,1621,3264200,97534
2019-05-07,서홍동,278,626500,18615
2019-05-07,성산읍,295,1761950,52562
2019-05-07,송산동,167,461550,13806
2019-05-07,아라동,2102,4208950,125297
2019-05-07,안덕면,257,941050,28164
2019-05-07,애월읍,132,227350,4662
2019-05-07,연동,3071,6219450,183376
2019-05-07,영천동,211,729600,21833
2019-05-07,예래동,87,323900,9553
2019-05-07,오라동,958,2119900,62647
2019-05-07,외도동,1537,3192700,95286
2019-05-07,용담1동,531,1164200,34781
2019-05-07,용담2동,1030,2058400,61483
2019-05-07,이도1동,681,1564300,46773
2019-05-07,이도2동,3563,7309850,218362
2019-05-07,이호동,278,616050,18407
2019-05-07,일도1동,196,612000,18310
2019-05-07,일도2동,2497,4979050,148762
2019-05-07,정방동,114,314350,9404
2019-05-07,중문동,438,1179350,33674
2019-05-07,중앙동,145,797650,23897
2019-05-07,천지동,70,231200,6918
2019-05-07,표선면,192,1039550,31142
2019-05-07,화북동,1881,3499850,104513
2019-05-07,효돈동,123,372600,10558
2019-05-08,건입동,611,1258950,37620
2019-05-08,남원읍,234,705350,21111
2019-05-08,노형동,3621,7280600,213516
2019-05-08,대륜동,484,1062850,31317
2019-05-08,대정읍,761,2484550,74316
2019-05-08,대천동,429,950300,27687
2019-05-08,도두동,194,467450,13978
2019-05-08,동홍동,435,1161000,34255
2019-05-08,봉개동,233,492700,14724
2019-05-08,삼도1동,946,1982400,59238
2019-05-08,삼도2동,593,1121850,32179
2019-05-08,삼양동,1490,3178200,94962
2019-05-08,서홍동,251,562300,16627
2019-05-08,성산읍,299,1533250,45756
2019-05-08,송산동,157,524650,15695
2019-05-08,아라동,1981,4025200,119880
2019-05-08,안덕면,210,754450,22586
2019-05-08,애월읍,94,141050,2524
2019-05-08,연동,2989,5924100,170343
2019-05-08,영천동,163,668500,20014
2019-05-08,예래동,71,255150,7440
2019-05-08,오라동,845,1798800,52787
2019-05-08,외도동,1512,2981950,88703
2019-05-08,용담1동,492,1076850,32177
2019-05-08,용담2동,1052,2133050,63725
2019-05-08,이도1동,644,1452100,43393
2019-05-08,이도2동,3371,6854000,204626
2019-05-08,이호동,272,556500,16629
2019-05-08,일도1동,208,609600,18232
2019-05-08,일도2동,2358,4637450,138529
2019-05-08,정방동,83,256700,7681
2019-05-08,중문동,371,1028950,29651
2019-05-08,중앙동,119,552850,16559
2019-05-08,천지동,65,213650,6395
2019-05-08,표선면,214,900850,26978
2019-05-08,화북동,1788,3190150,95243
2019-05-08,효돈동,133,548800,15976
2019-05-09,건입동,658,1318050,39370
2019-05-09,남원읍,238,768600,23003
2019-05-09,노형동,4081,7926350,231506
2019-05-09,대륜동,508,1145800,33875
2019-05-09,대정읍,879,2603250,77794
2019-05-09,대천동,459,887000,26105
2019-05-09,도두동,206,447800,13385
2019-05-09,동홍동,450,1034250,30707
2019-05-09,봉개동,268,520900,15554
2019-05-09,삼도1동,1041,2192350,65514
2019-05-09,삼도2동,630,1253900,36093
2019-05-09,삼양동,1665,3235000,96628
2019-05-09,서홍동,275,631900,18670
2019-05-09,성산읍,304,1992250,59573
2019-05-09,송산동,164,493550,14620
2019-05-09,아라동,2016,3870150,115315
2019-05-09,안덕면,239,777500,23267
2019-05-09,애월읍,149,198450,3948
2019-05-09,연동,3225,6219600,178121
2019-05-09,영천동,187,732400,21923
2019-05-09,예래동,86,288900,8361
2019-05-09,오라동,914,1838650,54065
2019-05-09,외도동,1515,2922400,86945
2019-05-09,용담1동,600,1318250,39396
2019-05-09,용담2동,1040,1964800,58687
2019-05-09,이도1동,645,1481800,44298
2019-05-09,이도2동,3498,6824400,203757
2019-05-09,이호동,315,611900,18283
2019-05-09,일도1동,195,642650,19233
2019-05-09,일도2동,2471,4804750,143510
2019-05-09,정방동,94,316750,9481
2019-05-09,중문동,397,1022950,28821
2019-05-09,중앙동,143,627950,18808
2019-05-09,천지동,84,307900,9219
2019-05-09,표선면,182,1049300,31431
2019-05-09,화북동,1847,3512450,104940
2019-05-09,효돈동,139,466950,13502
2019-05-10,건입동,682,1451850,43385
2019-05-10,남원읍,269,1075450,32199
2019-05-10,노형동,3793,7409750,215754
2019-05-10,대륜동,599,1332750,39417
2019-05-10,대정읍,852,2515850,75224
2019-05-10,대천동,557,1089850,31868
2019-05-10,도두동,186,444850,13301
2019-05-10,동홍동,803,2029700,60219
2019-05-10,봉개동,248,503850,15055
2019-05-10,삼도1동,1004,2026400,60543
2019-05-10,삼도2동,603,1328150,38356
2019-05-10,삼양동,1591,3060350,91413
2019-05-10,서홍동,431,1103700,32666
2019-05-10,성산읍,305,1703650,50860
2019-05-10,송산동,182,654450,19534
2019-05-10,아라동,2007,3919050,116906
2019-05-10,안덕면,249,851500,25487
2019-05-10,애월읍,141,250900,5260
2019-05-10,연동,2938,5803650,165365
2019-05-10,영천동,224,973100,29136
2019-05-10,예래동,102,349250,10129
2019-05-10,오라동,802,1666100,48991
2019-05-10,외도동,1378,2673750,79627
2019-05-10,용담1동,517,1065900,31854
2019-05-10,용담2동,1068,2120300,63340
2019-05-10,이도1동,637,1485450,44407
2019-05-10,이도2동,3360,6665650,199076
2019-05-10,이호동,267,599500,17916
2019-05-10,일도1동,226,590600,17659
2019-05-10,일도2동,2389,4739700,141610
2019-05-10,정방동,117,432400,12941
2019-05-10,중문동,452,1253300,36287
2019-05-10,중앙동,236,881350,26266
2019-05-10,천지동,132,527100,15776
2019-05-10,표선면,196,954600,28589
2019-05-10,화북동,1727,2981100,89018
2019-05-10,효돈동,131,394150,11121
2019-05-11,건입동,641,1399900,41840
2019-05-11,남원읍,503,1932600,57854
2019-05-11,노형동,3709,7539050,221550
2019-05-11,대륜동,648,1459150,43234
2019-05-11,대정읍,928,3082350,92197
2019-05-11,대천동,777,1636950,48503
2019-05-11,도두동,212,575400,17214
2019-05-11,동홍동,1382,2938850,87223
2019-05-11,봉개동,268,517700,15464
2019-05-11,삼도1동,977,1978150,59107
2019-05-11,삼도2동,618,1273200,36811
2019-05-11,삼양동,1543,3010000,89912
2019-05-11,서홍동,630,1552650,45838
2019-05-11,성산읍,283,1760800,52704
2019-05-11,송산동,310,1290150,38427
2019-05-11,아라동,2009,4179300,124564
2019-05-11,안덕면,247,938350,28092
2019-05-11,애월읍,142,231850,4480
2019-05-11,연동,3001,6109400,174682
2019-05-11,영천동,266,1312400,39306
2019-05-11,예래동,114,351000,10378
2019-05-11,오라동,868,1866750,55552
2019-05-11,외도동,1439,3031600,90457
2019-05-11,용담1동,499,1040650,31093
2019-05-11,용담2동,1026,1961800,58587
2019-05-11,이도1동,593,1427250,42676
2019-05-11,이도2동,3364,7102350,212115
2019-05-11,이호동,306,652500,19497
2019-05-11,일도1동,217,680350,20355
2019-05-11,일도2동,2348,4688700,140086
2019-05-11,정방동,279,1021700,30581
2019-05-11,중문동,657,1747200,50324
2019-05-11,중앙동,315,1176850,34973
2019-05-11,천지동,289,946650,28330
2019-05-11,표선면,167,801300,23996
2019-05-11,화북동,1809,3206200,95736
2019-05-11,효돈동,147,558800,16235
2019-05-12,건입동,741,1657450,49543
2019-05-12,남원읍,500,1772550,53049
2019-05-12,노형동,4507,8924700,261474
2019-05-12,대륜동,746,1521000,45061
2019-05-12,대정읍,1017,3141450,93943
2019-05-12,대천동,768,1768650,52464
2019-05-12,도두동,250,797550,23861
2019-05-12,동홍동,1472,3179200,94253
2019-05-12,봉개동,320,615000,18374
2019-05-12,삼도1동,1124,2274300,67950
2019-05-12,삼도2동,680,1415150,40624
2019-05-12,삼양동,1861,3789050,113207
2019-05-12,서홍동,679,1706050,50617
2019-05-12,성산읍,288,1690850,50453
2019-05-12,송산동,337,1387550,41201
2019-05-12,아라동,2393,4709599,140756
2019-05-12,안덕면,282,972750,29112
2019-05-12,애월읍,168,304900,5091
2019-05-12,연동,3561,7130200,203930
2019-05-12,영천동,274,1157000,34645
2019-05-12,예래동,121,412450,12259
2019-05-12,오라동,1059,2177550,64052
2019-05-12,외도동,1714,3448900,102830
2019-05-12,용담1동,593,1263050,37733
2019-05-12,용담2동,1184,2334800,69756
2019-05-12,이도1동,670,1542900,46123
2019-05-12,이도2동,4115,8747550,261228
2019-05-12,이호동,323,697750,20851
2019-05-12,일도1동,201,591150,17686
2019-05-12,일도2동,2816,5760750,172144
2019-05-12,정방동,222,745100,22296
2019-05-12,중문동,629,1457150,42418
2019-05-12,중앙동,351,1221750,36206
2019-05-12,천지동,266,911900,27293
2019-05-12,표선면,196,1044100,31275
2019-05-12,화북동,2071,4041150,120735
2019-05-12,효돈동,129,534850,15388
2019-05-13,건입동,726,1595950,47696
2019-05-13,남원읍,523,1829800,54764
2019-05-13,노형동,4390,8693850,253961
2019-05-13,대륜동,739,1758150,51812
2019-05-13,대정읍,944,2858450,85415
2019-05-13,대천동,797,1627250,48206
2019-05-13,도두동,210,449300,13427
2019-05-13,동홍동,1527,3489950,103458
2019-05-13,봉개동,252,462100,13801
2019-05-13,삼도1동,1021,2110800,63067
2019-05-13,삼도2동,596,1220950,35131
2019-05-13,삼양동,1736,3320650,99187
2019-05-13,서홍동,629,1549900,46026
2019-05-13,성산읍,309,1914300,57253
2019-05-13,송산동,304,1169900,34873
2019-05-13,아라동,2218,4864899,135158
2019-05-13,안덕면,269,953050,28520
2019-05-13,애월읍,157,267000,4599
2019-05-13,연동,3339,6615250,188251
2019-05-13,영천동,292,1255350,37592
2019-05-13,예래동,125,383650,11384
2019-05-13,오라동,986,2046850,60581
2019-05-13,외도동,1577,3016550,89888
2019-05-13,용담1동,560,1164100,34779
2019-05-13,용담2동,1058,2087250,62352
2019-05-13,이도1동,689,1545450,46190
2019-05-13,이도2동,3721,7749850,231478
2019-05-13,이호동,309,790900,23653
2019-05-13,일도1동,218,649250,19428
2019-05-13,일도2동,2576,5109300,152644
2019-05-13,정방동,254,762100,22802
2019-05-13,중문동,641,1459300,41410
2019-05-13,중앙동,368,1364850,40513
2019-05-13,천지동,283,1043650,31234
2019-05-13,표선면,177,808300,24206
2019-05-13,화북동,1916,3534400,105541
2019-05-13,효돈동,174,570550,16252
2019-05-14,건입동,706,1466800,43839
2019-05-14,남원읍,482,1595100,47738
2019-05-14,노형동,4140,8003700,232656
2019-05-14,대륜동,715,1608100,47363
2019-05-14,대정읍,948,2837600,84843
2019-05-14,대천동,744,1547900,45672
2019-05-14,도두동,201,506500,15142
2019-05-14,동홍동,1519,3351150,99458
2019-05-14,봉개동,261,463250,13835
2019-05-14,삼도1동,1044,2090000,62453
2019-05-14,삼도2동,645,1317700,38229
2019-05-14,삼양동,1718,3370500,100677
2019-05-14,서홍동,631,1610150,47584
2019-05-14,성산읍,345,2292000,68601
2019-05-14,송산동,340,1204250,35778
2019-05-14,아라동,2065,4357900,120009
2019-05-14,안덕면,248,794800,23782
2019-05-14,애월읍,150,246850,4671
2019-05-14,연동,3262,6465150,184615
2019-05-14,영천동,249,937750,28078
2019-05-14,예래동,109,281650,8088
2019-05-14,오라동,925,1857500,54708
2019-05-14,외도동,1568,2980750,88872
2019-05-14,용담1동,554,1140450,34072
2019-05-14,용담2동,1169,2334250,69728
2019-05-14,이도1동,650,1482650,44303
2019-05-14,이도2동,3612,7285200,217609
2019-05-14,이호동,300,628750,18788
2019-05-14,일도1동,220,626900,18753
2019-05-14,일도2동,2659,5421400,162000
2019-05-14,정방동,243,742200,22202
2019-05-14,중문동,570,1363700,39729
2019-05-14,중앙동,340,1237100,36727
2019-05-14,천지동,252,984400,29476
2019-05-14,표선면,177,878720,23304
2019-05-14,화북동,1992,3560350,106285
2019-05-14,효돈동,141,502450,13807
2019-05-15,건입동,712,1458300,43580
2019-05-15,남원읍,514,1622150,48543
2019-05-15,노형동,4128,8002150,234250
2019-05-15,대륜동,707,1587250,46831
2019-05-15,대정읍,952,2932000,87674
2019-05-15,대천동,766,1547450,45676
2019-05-15,도두동,211,506900,15152
2019-05-15,동홍동,1552,3496350,103742
2019-05-15,봉개동,300,565850,16897
2019-05-15,삼도1동,1039,2056900,61446
2019-05-15,삼도2동,682,1361750,39331
2019-05-15,삼양동,1752,3322750,99242
2019-05-15,서홍동,638,1600500,47150
2019-05-15,성산읍,343,2012450,60157
2019-05-15,송산동,313,1242400,37007
2019-05-15,아라동,2095,4079600,121812
2019-05-15,안덕면,231,786400,23534
2019-05-15,애월읍,142,205100,4482
2019-05-15,연동,3374,6624100,189457
2019-05-15,영천동,273,1124350,33658
2019-05-15,예래동,138,532050,15690
2019-05-15,오라동,920,1973750,57852
2019-05-15,외도동,1547,2949050,87853
2019-05-15,용담1동,527,1169100,34927
2019-05-15,용담2동,1101,2145200,64076
2019-05-15,이도1동,668,1497200,44748
2019-05-15,이도2동,3657,7388400,220649
2019-05-15,이호동,294,603400,18031
2019-05-15,일도1동,237,695050,20789
2019-05-15,일도2동,2608,5097800,152294
2019-05-15,정방동,257,851950,25497
2019-05-15,중문동,639,1474450,42968
2019-05-15,중앙동,344,1332650,39616
2019-05-15,천지동,289,1002000,29984
2019-05-15,표선면,177,759350,22735
2019-05-15,화북동,1977,3421650,102164
2019-05-15,효돈동,150,514450,14821
2019-05-16,건입동,778,1711550,51155
2019-05-16,남원읍,512,1860700,55689
2019-05-16,노형동,4260,8227550,240819
2019-05-16,대륜동,726,1660800,49230
2019-05-16,대정읍,996,3248000,97167
2019-05-16,대천동,722,1355050,40030
2019-05-16,도두동,238,456800,13646
2019-05-16,동홍동,1494,3301050,98109
2019-05-16,봉개동,302,544650,16256
2019-05-16,삼도1동,1102,2223400,66434
2019-05-16,삼도2동,677,1358350,38885
2019-05-16,삼양동,1689,3210950,95912
2019-05-16,서홍동,653,1603650,47495
2019-05-16,성산읍,302,1781300,53193
2019-05-16,송산동,343,1387350,41336
2019-05-16,아라동,2192,4147050,123645
2019-05-16,안덕면,273,877950,26270
2019-05-16,애월읍,142,226900,4793
2019-05-16,연동,3388,6499800,184885
2019-05-16,영천동,271,1268700,37988
2019-05-16,예래동,135,426950,12673
2019-05-16,오라동,967,1824050,53828
2019-05-16,외도동,1584,2924150,87042
2019-05-16,용담1동,580,1176900,35164
2019-05-16,용담2동,1189,2259250,67481
2019-05-16,이도1동,699,1603800,47941
2019-05-16,이도2동,3777,7221250,215583
2019-05-16,이호동,325,647750,19353
2019-05-16,일도1동,237,741000,22177
2019-05-16,일도2동,2698,5111700,152672
2019-05-16,정방동,246,846150,25327
2019-05-16,중문동,633,1453250,42091
2019-05-16,중앙동,361,1332150,39433
2019-05-16,천지동,350,1286150,38506
2019-05-16,표선면,164,746250,22341
2019-05-16,화북동,1996,3530200,105412
2019-05-16,효돈동,172,524300,14885
2019-05-17,건입동,591,1225300,36616
2019-05-17,남원읍,432,1489200,44557
2019-05-17,노형동,3208,6399600,186564
2019-05-17,대륜동,495,1148300,34056
2019-05-17,대정읍,711,2217450,66306
2019-05-17,대천동,546,1251750,36995
2019-05-17,도두동,187,646800,19361
2019-05-17,동홍동,1100,2438750,72470
2019-05-17,봉개동,202,357600,10681
2019-05-17,삼도1동,838,1795900,53659
2019-05-17,삼도2동,498,1004000,28814
2019-05-17,삼양동,1281,2431450,72621
2019-05-17,서홍동,483,1188950,35090
2019-05-17,성산읍,256,1649350,49329
2019-05-17,송산동,258,1047500,31220
2019-05-17,아라동,1526,3018300,90032
2019-05-17,안덕면,169,599350,17935
2019-05-17,애월읍,115,190700,3205
2019-05-17,연동,2508,4880450,139719
2019-05-17,영천동,220,1054250,31580
2019-05-17,예래동,87,314450,8931
2019-05-17,오라동,688,1435650,42168
2019-05-17,외도동,1277,2357950,70374
2019-05-17,용담1동,428,875700,26165
2019-05-17,용담2동,850,1627350,48606
2019-05-17,이도1동,551,1221700,36516
2019-05-17,이도2동,2680,5690300,169964
2019-05-17,이호동,243,537400,16067
2019-05-17,일도1동,203,607100,18161
2019-05-17,일도2동,1994,3839700,114687
2019-05-17,정방동,194,596800,17855
2019-05-17,중문동,448,1028950,29715
2019-05-17,중앙동,294,1427250,42465
2019-05-17,천지동,218,794900,23796
2019-05-17,표선면,151,712000,21325
2019-05-17,화북동,1613,2792500,83376
2019-05-17,효돈동,97,290950,7972
2019-05-18,건입동,585,1259200,37628
2019-05-18,남원읍,344,1477200,44232
2019-05-18,노형동,3977,8032350,234837
2019-05-18,대륜동,443,1096450,32540
2019-05-18,대정읍,731,2389350,71443
2019-05-18,대천동,486,1071000,31861
2019-05-18,도두동,219,473700,14157
2019-05-18,동홍동,876,2415200,71622
2019-05-18,봉개동,212,443200,13245
2019-05-18,삼도1동,936,1904950,56915
2019-05-18,삼도2동,597,1244100,36033
2019-05-18,삼양동,1389,2725650,81409
2019-05-18,서홍동,399,1122850,33379
2019-05-18,성산읍,200,1407450,42046
2019-05-18,송산동,178,725950,21602
2019-05-18,아라동,1740,3614800,107788
2019-05-18,안덕면,157,574550,17199
2019-05-18,애월읍,153,290700,5876
2019-05-18,연동,3108,6576250,186419
2019-05-18,영천동,176,1023600,30665
2019-05-18,예래동,59,289250,8138
2019-05-18,오라동,871,1875950,55068
2019-05-18,외도동,1549,3112550,92850
2019-05-18,용담1동,484,1024650,30612
2019-05-18,용담2동,1032,2094800,62574
2019-05-18,이도1동,664,1543750,46151
2019-05-18,이도2동,3214,6897700,206047
2019-05-18,이호동,284,592250,17696
2019-05-18,일도1동,220,694100,20768
2019-05-18,일도2동,2133,4585200,137028
2019-05-18,정방동,149,643400,19258
2019-05-18,중문동,383,1116200,32154
2019-05-18,중앙동,232,1149650,34305
2019-05-18,천지동,183,795350,23811
2019-05-18,표선면,119,894300,26800
2019-05-18,화북동,1672,3313950,99008
2019-05-18,효돈동,92,219200,6458
2019-05-19,건입동,856,1790450,53505
2019-05-19,남원읍,566,1930450,57772
2019-05-19,노형동,5000,9977400,290987
2019-05-19,대륜동,927,2213500,65211
2019-05-19,대정읍,1101,3296150,98522
2019-05-19,대천동,874,1861500,55127
2019-05-19,도두동,264,586550,17530
2019-05-19,동홍동,1711,4050500,120203
2019-05-19,봉개동,372,841700,25162
2019-05-19,삼도1동,1221,2502700,74771
2019-05-19,삼도2동,751,1480150,42967
2019-05-19,삼양동,2324,4983250,148940
2019-05-19,서홍동,777,1893350,56025
2019-05-19,성산읍,345,2184250,65157
2019-05-19,송산동,327,1128000,33503
2019-05-19,아라동,2818,5803550,172452
2019-05-19,안덕면,299,1088750,32591
2019-05-19,애월읍,159,298300,5449
2019-05-19,연동,3949,7777700,223332
2019-05-19,영천동,288,1350250,40432
2019-05-19,예래동,122,436950,12820
2019-05-19,오라동,1216,2485800,73046
2019-05-19,외도동,1949,3926900,116962
2019-05-19,용담1동,649,1300800,38864
2019-05-19,용담2동,1340,2629650,78556
2019-05-19,이도1동,806,1632850,48791
2019-05-19,이도2동,4630,9881100,295103
2019-05-19,이호동,362,707250,21128
2019-05-19,일도1동,252,748500,22397
2019-05-19,일도2동,3190,6697450,200137
2019-05-19,정방동,236,907800,27175
2019-05-19,중문동,744,1982850,57447
2019-05-19,중앙동,380,1465950,43380
2019-05-19,천지동,329,1137400,34041
2019-05-19,표선면,223,1425276,34842
2019-05-19,화북동,2483,4668800,139447
2019-05-19,효돈동,162,493500,14626
2019-05-20,건입동,695,1514100,45239
2019-05-20,남원읍,593,2231500,66802
2019-05-20,노형동,4214,8312650,243377
2019-05-20,대륜동,749,1824050,53691
2019-05-20,대정읍,1033,3301600,98755
2019-05-20,대천동,824,1851300,54860
2019-05-20,도두동,221,493400,14749
2019-05-20,동홍동,1666,3934050,116655
2019-05-20,봉개동,295,569550,17020
2019-05-20,삼도1동,1025,2124900,63501
2019-05-20,삼도2동,648,1234850,35462
2019-05-20,삼양동,1745,3356250,100251
2019-05-20,서홍동,730,1823800,53899
2019-05-20,성산읍,334,1976270,58937
2019-05-20,송산동,317,1135250,33673
2019-05-20,아라동,2095,4283400,127323
2019-05-20,안덕면,285,1064900,31882
2019-05-20,애월읍,146,283350,5734
2019-05-20,연동,3238,6646550,189182
2019-05-20,영천동,307,1311250,39265
2019-05-20,예래동,147,515100,14774
2019-05-20,오라동,964,2134500,63016
2019-05-20,외도동,1555,3020550,89979
2019-05-20,용담1동,554,1160850,34686
2019-05-20,용담2동,1091,2133550,63727
2019-05-20,이도1동,660,1444550,43167
2019-05-20,이도2동,3517,7055950,210739
2019-05-20,이호동,281,582850,17411
2019-05-20,일도1동,206,639700,19145
2019-05-20,일도2동,2497,5145650,153738
2019-05-20,정방동,262,845550,25302
2019-05-20,중문동,627,1605900,46359
2019-05-20,중앙동,396,1632750,48512
2019-05-20,천지동,318,1105450,33092
2019-05-20,표선면,188,774750,23200
2019-05-20,화북동,2036,3645100,108849
2019-05-20,효돈동,163,513950,15229
2019-05-21,건입동,701,1472600,44000
2019-05-21,남원읍,494,1809250,54153
2019-05-21,노형동,4202,8159400,238377
2019-05-21,대륜동,636,1618700,47734
2019-05-21,대정읍,964,3280500,98140
2019-05-21,대천동,681,1402800,41516
2019-05-21,도두동,214,434150,12971
2019-05-21,동홍동,1516,3157150,93856
2019-05-21,봉개동,302,593550,17727
2019-05-21,삼도1동,1079,2147700,64167
2019-05-21,삼도2동,715,1317850,37714
2019-05-21,삼양동,1695,3298100,98517
2019-05-21,서홍동,634,1571250,46444
2019-05-21,성산읍,365,2239950,66915
2019-05-21,송산동,284,1135650,33766
2019-05-21,아라동,2181,4256350,126320
2019-05-21,안덕면,248,923050,27627
2019-05-21,애월읍,154,264000,5583
2019-05-21,연동,3288,6243650,178817
2019-05-21,영천동,334,1209300,36196
2019-05-21,예래동,103,435350,12462
2019-05-21,오라동,940,1927300,56892
2019-05-21,외도동,1538,2980450,88906
2019-05-21,용담1동,541,1188700,35531
2019-05-21,용담2동,1190,2330500,69623
2019-05-21,이도1동,715,1570900,46942
2019-05-21,이도2동,3692,7235650,216075
2019-05-21,이호동,315,700300,20930
2019-05-21,일도1동,230,694650,20778
2019-05-21,일도2동,2547,4960600,148176
2019-05-21,정방동,253,803950,24058
2019-05-21,중문동,661,1639650,47518
2019-05-21,중앙동,358,1533950,45688
2019-05-21,천지동,306,1164550,34859
2019-05-21,표선면,217,1174212,31078
2019-05-21,화북동,2035,3601450,107515
2019-05-21,효돈동,131,350500,10153
2019-05-22,건입동,723,1443900,43127
2019-05-22,남원읍,487,1900750,56893
2019-05-22,노형동,4184,8221650,240271
2019-05-22,대륜동,648,1479700,43854
2019-05-22,대정읍,999,3073450,91841
2019-05-22,대천동,689,1389500,40903
2019-05-22,도두동,228,753800,22558
2019-05-22,동홍동,1444,3101650,92262
2019-05-22,봉개동,247,432450,12911
2019-05-22,삼도1동,1126,2259050,67500
2019-05-22,삼도2동,610,1190800,34305
