,resident_base_year,resident_base_month,resident_emd_nm,resident_sex,resident_resid_reg_pop,resident_foreign_pop,resident_total_pop
1222,2019,3,봉개동,남성,2692,42,2734
1223,2019,3,봉개동,여성,2467,56,2523
1224,2019,3,삼도1동,남성,6883,77,6960
1225,2019,3,삼도1동,여성,7135,78,7213
1226,2019,3,삼도2동,남성,4328,159,4487
1227,2019,3,삼도2동,여성,3991,108,4099
1228,2019,3,삼양동,남성,12604,87,12691
1229,2019,3,삼양동,여성,12504,167,12671
1230,2019,3,서홍동,남성,5200,52,5252
1231,2019,3,서홍동,여성,5274,62,5336
1232,2019,3,성산읍,남성,8126,1092,9218
1233,2019,3,성산읍,여성,7369,614,7983
1234,2019,3,송산동,남성,2296,413,2709
1235,2019,3,송산동,여성,2039,172,2211
1236,2019,3,아라동,남성,16694,649,17343
1237,2019,3,아라동,여성,16872,657,17529
1238,2019,3,안덕면,남성,6094,315,6409
1239,2019,3,안덕면,여성,5730,349,6079
1240,2019,3,애월읍,남성,18517,596,19113
1241,2019,3,애월읍,여성,17217,519,17736
1242,2019,3,연동,남성,20398,946,21344
1243,2019,3,연동,여성,21030,1058,22088
1244,2019,3,영천동,남성,2720,118,2838
1245,2019,3,영천동,여성,2611,64,2675
1246,2019,3,예래동,남성,2123,145,2268
1247,2019,3,예래동,여성,1999,139,2138
1248,2019,3,오라동,남성,7558,110,7668
1249,2019,3,오라동,여성,7344,127,7471
1250,2019,3,외도동,남성,10853,130,10983
1251,2019,3,외도동,여성,10621,174,10795
1252,2019,3,용담1동,남성,3805,38,3843
1253,2019,3,용담1동,여성,3609,48,3657
1254,2019,3,용담2동,남성,7726,82,7808
1255,2019,3,용담2동,여성,7577,180,7757
1256,2019,3,우도면,남성,978,18,996
1257,2019,3,우도면,여성,877,19,896
1258,2019,3,이도1동,남성,3822,55,3877
1259,2019,3,이도1동,여성,3939,83,4022
1260,2019,3,이도2동,남성,24438,292,24730
1261,2019,3,이도2동,여성,25331,395,25726
1262,2019,3,이호동,남성,2337,77,2414
1263,2019,3,이호동,여성,2200,84,2284
1264,2019,3,일도1동,남성,1501,57,1558
1265,2019,3,일도1동,여성,1369,41,1410
1266,2019,3,일도2동,남성,16753,95,16848
1267,2019,3,일도2동,여성,17321,199,17520
1268,2019,3,정방동,남성,1172,63,1235
1269,2019,3,정방동,여성,1156,52,1208
1270,2019,3,조천읍,남성,12527,350,12877
1271,2019,3,조천읍,여성,11785,258,12043
1272,2019,3,중문동,남성,5738,160,5898
1273,2019,3,중문동,여성,5403,172,5575
1274,2019,3,중앙동,남성,1844,48,1892
1275,2019,3,중앙동,여성,1999,53,2052
1276,2019,3,천지동,남성,1827,63,1890
1277,2019,3,천지동,여성,1762,54,1816
1278,2019,3,추자면,남성,958,310,1268
1279,2019,3,추자면,여성,798,15,813
1280,2019,3,표선면,남성,6344,283,6627
1281,2019,3,표선면,여성,5984,158,6142
1282,2019,3,한경면,남성,4597,252,4849
1283,2019,3,한경면,여성,4525,110,4635
1284,2019,3,한림읍,남성,11037,2300,13337
1285,2019,3,한림읍,여성,10339,1349,11688
1286,2019,3,화북동,남성,12427,236,12663
1287,2019,3,화북동,여성,12491,186,12677
1288,2019,3,효돈동,남성,2696,55,2751
1289,2019,3,효돈동,여성,2610,29,2639
1290,2019,4,건입동,남성,4867,152,5019
1291,2019,4,건입동,여성,4596,102,4698
1292,2019,4,구좌읍,남성,8007,451,8458
1293,2019,4,구좌읍,여성,7620,211,7831
1294,2019,4,남원읍,남성,9818,512,10330
1295,2019,4,남원읍,여성,9268,258,9526
1296,2019,4,노형동,남성,26423,1385,27808
1297,2019,4,노형동,여성,27349,1119,28468
1298,2019,4,대륜동,남성,7206,94,7300
1299,2019,4,대륜동,여성,7141,115,7256
1300,2019,4,대정읍,남성,10484,962,11446
1301,2019,4,대정읍,여성,10941,768,11709
1302,2019,4,대천동,남성,6950,98,7048
1303,2019,4,대천동,여성,6699,136,6835
1304,2019,4,도두동,남성,1647,106,1753
1305,2019,4,도두동,여성,1466,60,1526
1306,2019,4,동홍동,남성,11216,639,11855
1307,2019,4,동홍동,여성,11611,655,12266
1308,2019,4,봉개동,남성,2699,46,2745
1309,2019,4,봉개동,여성,2482,56,2538
1310,2019,4,삼도1동,남성,6875,73,6948
1311,2019,4,삼도1동,여성,7134,78,7212
1312,2019,4,삼도2동,남성,4293,169,4462
1313,2019,4,삼도2동,여성,3971,112,4083
1314,2019,4,삼양동,남성,12634,90,12724
1315,2019,4,삼양동,여성,12526,165,12691
1316,2019,4,서홍동,남성,5206,55,5261
1317,2019,4,서홍동,여성,5265,64,5329
1318,2019,4,성산읍,남성,8119,1112,9231
1319,2019,4,성산읍,여성,7385,612,7997
1320,2019,4,송산동,남성,2301,410,2711
1321,2019,4,송산동,여성,2033,171,2204
1322,2019,4,아라동,남성,16756,633,17389
1323,2019,4,아라동,여성,16931,643,17574
1324,2019,4,안덕면,남성,6112,316,6428
1325,2019,4,안덕면,여성,5727,376,6103
1326,2019,4,애월읍,남성,18541,580,19121
1327,2019,4,애월읍,여성,17255,526,17781
1328,2019,4,연동,남성,20416,939,21355
1329,2019,4,연동,여성,21043,1039,22082
1330,2019,4,영천동,남성,2716,119,2835
1331,2019,4,영천동,여성,2616,62,2678
1332,2019,4,예래동,남성,2108,143,2251
1333,2019,4,예래동,여성,1991,140,2131
1334,2019,4,오라동,남성,7622,110,7732
1335,2019,4,오라동,여성,7420,130,7550
1336,2019,4,외도동,남성,10856,130,10986
1337,2019,4,외도동,여성,10639,169,10808
1338,2019,4,용담1동,남성,3796,39,3835
1339,2019,4,용담1동,여성,3600,53,3653
1340,2019,4,용담2동,남성,7701,81,7782
1341,2019,4,용담2동,여성,7577,184,7761
1342,2019,4,우도면,남성,983,20,1003
1343,2019,4,우도면,여성,884,18,902
1344,2019,4,이도1동,남성,3786,54,3840
1345,2019,4,이도1동,여성,3930,85,4015
1346,2019,4,이도2동,남성,24485,290,24775
1347,2019,4,이도2동,여성,25366,385,25751
1348,2019,4,이호동,남성,2339,80,2419
1349,2019,4,이호동,여성,2212,84,2296
1350,2019,4,일도1동,남성,1493,53,1546
1351,2019,4,일도1동,여성,1356,43,1399
1352,2019,4,일도2동,남성,16762,98,16860
1353,2019,4,일도2동,여성,17270,210,17480
1354,2019,4,정방동,남성,1168,63,1231
1355,2019,4,정방동,여성,1153,52,1205
1356,2019,4,조천읍,남성,12531,340,12871
1357,2019,4,조천읍,여성,11815,263,12078
1358,2019,4,중문동,남성,5745,163,5908
1359,2019,4,중문동,여성,5421,170,5591
1360,2019,4,중앙동,남성,1848,49,1897
1361,2019,4,중앙동,여성,1997,53,2050
1362,2019,4,천지동,남성,1849,60,1909
1363,2019,4,천지동,여성,1772,57,1829
1364,2019,4,추자면,남성,961,303,1264
1365,2019,4,추자면,여성,798,14,812
1366,2019,4,표선면,남성,6359,281,6640
1367,2019,4,표선면,여성,5988,153,6141
1368,2019,4,한경면,남성,4605,257,4862
1369,2019,4,한경면,여성,4529,110,4639
1370,2019,4,한림읍,남성,11048,2301,13349
1371,2019,4,한림읍,여성,10363,1349,11712
1372,2019,4,화북동,남성,12417,236,12653
1373,2019,4,화북동,여성,12468,189,12657
1374,2019,4,효돈동,남성,2681,50,2731
1375,2019,4,효돈동,여성,2611,28,2639
1376,2019,5,건입동,남성,4853,150,5003
1377,2019,5,건입동,여성,4566,104,4670
1378,2019,5,구좌읍,남성,8017,450,8467
1379,2019,5,구좌읍,여성,7624,215,7839
1380,2019,5,남원읍,남성,9840,508,10348
1381,2019,5,남원읍,여성,9286,262,9548
1382,2019,5,노형동,남성,26454,1394,27848
1383,2019,5,노형동,여성,27351,1120,28471
1384,2019,5,대륜동,남성,7221,94,7315
1385,2019,5,대륜동,여성,7143,116,7259
1386,2019,5,대정읍,남성,10466,959,11425
1387,2019,5,대정읍,여성,10949,762,11711
1388,2019,5,대천동,남성,6939,98,7037
1389,2019,5,대천동,여성,6720,129,6849
1390,2019,5,도두동,남성,1646,104,1750
1391,2019,5,도두동,여성,1471,58,1529
1392,2019,5,동홍동,남성,11224,632,11856
1393,2019,5,동홍동,여성,11641,654,12295
1394,2019,5,봉개동,남성,2715,45,2760
1395,2019,5,봉개동,여성,2489,57,2546
1396,2019,5,삼도1동,남성,6857,69,6926
1397,2019,5,삼도1동,여성,7124,77,7201
1398,2019,5,삼도2동,남성,4288,168,4456
1399,2019,5,삼도2동,여성,3966,107,4073
1400,2019,5,삼양동,남성,12676,87,12763
1401,2019,5,삼양동,여성,12534,162,12696
1402,2019,5,서홍동,남성,5202,62,5264
1403,2019,5,서홍동,여성,5276,65,5341
1404,2019,5,성산읍,남성,8105,1138,9243
1405,2019,5,성산읍,여성,7379,615,7994
1406,2019,5,송산동,남성,2295,407,2702
1407,2019,5,송산동,여성,2026,168,2194
1408,2019,5,아라동,남성,16823,626,17449
1409,2019,5,아라동,여성,16976,634,17610
1410,2019,5,안덕면,남성,6116,324,6440
1411,2019,5,안덕면,여성,5751,376,6127
1412,2019,5,애월읍,남성,18585,582,19167
1413,2019,5,애월읍,여성,17333,519,17852
1414,2019,5,연동,남성,20435,936,21371
1415,2019,5,연동,여성,21068,1041,22109
1416,2019,5,영천동,남성,2724,121,2845
1417,2019,5,영천동,여성,2618,63,2681
1418,2019,5,예래동,남성,2103,140,2243
1419,2019,5,예래동,여성,1981,140,2121
1420,2019,5,오라동,남성,7662,116,7778
1421,2019,5,오라동,여성,7480,127,7607
1422,2019,5,외도동,남성,10864,129,10993
1423,2019,5,외도동,여성,10664,169,10833
1424,2019,5,용담1동,남성,3785,37,3822
1425,2019,5,용담1동,여성,3575,51,3626
1426,2019,5,용담2동,남성,7701,81,7782
1427,2019,5,용담2동,여성,7576,185,7761
1428,2019,5,우도면,남성,990,18,1008
1429,2019,5,우도면,여성,886,18,904
1430,2019,5,이도1동,남성,3780,53,3833
1431,2019,5,이도1동,여성,3923,84,4007
1432,2019,5,이도2동,남성,24542,285,24827
1433,2019,5,이도2동,여성,25403,382,25785
1434,2019,5,이호동,남성,2350,82,2432
1435,2019,5,이호동,여성,2219,86,2305
1436,2019,5,일도1동,남성,1487,55,1542
1437,2019,5,일도1동,여성,1345,41,1386
1438,2019,5,일도2동,남성,16749,99,16848
1439,2019,5,일도2동,여성,17253,211,17464
1440,2019,5,정방동,남성,1181,61,1242
1441,2019,5,정방동,여성,1149,52,1201
1442,2019,5,조천읍,남성,12522,339,12861
1443,2019,5,조천읍,여성,11856,258,12114
1444,2019,5,중문동,남성,5768,162,5930
1445,2019,5,중문동,여성,5452,173,5625
1446,2019,5,중앙동,남성,1826,52,1878
1447,2019,5,중앙동,여성,1985,53,2038
1448,2019,5,천지동,남성,1837,59,1896
1449,2019,5,천지동,여성,1778,56,1834
1450,2019,5,추자면,남성,958,303,1261
1451,2019,5,추자면,여성,792,15,807
1452,2019,5,표선면,남성,6367,281,6648
1453,2019,5,표선면,여성,5998,151,6149
1454,2019,5,한경면,남성,4591,249,4840
1455,2019,5,한경면,여성,4510,111,4621
1456,2019,5,한림읍,남성,11052,2321,13373
1457,2019,5,한림읍,여성,10389,1347,11736
1458,2019,5,화북동,남성,12444,231,12675
1459,2019,5,화북동,여성,12498,195,12693
1460,2019,5,효돈동,남성,2677,54,2731
1461,2019,5,효돈동,여성,2608,28,2636
1462,2019,6,건입동,남성,4853,155,5008
1463,2019,6,건입동,여성,4564,104,4668
1464,2019,6,구좌읍,남성,8016,451,8467
1465,2019,6,구좌읍,여성,7634,210,7844
1466,2019,6,남원읍,남성,9847,525,10372
1467,2019,6,남원읍,여성,9278,265,9543
1468,2019,6,노형동,남성,26444,1393,27837
1469,2019,6,노형동,여성,27356,1117,28473
1470,2019,6,대륜동,남성,7232,95,7327
1471,2019,6,대륜동,여성,7105,120,7225
1472,2019,6,대정읍,남성,10436,919,11355
1473,2019,6,대정읍,여성,10898,711,11609
1474,2019,6,대천동,남성,6988,100,7088
1475,2019,6,대천동,여성,6734,128,6862
1476,2019,6,도두동,남성,1649,107,1756
1477,2019,6,도두동,여성,1477,65,1542
1478,2019,6,동홍동,남성,11222,638,11860
1479,2019,6,동홍동,여성,11670,655,12325
1480,2019,6,봉개동,남성,2722,42,2764
1481,2019,6,봉개동,여성,2503,55,2558
1482,2019,6,삼도1동,남성,6837,72,6909
1483,2019,6,삼도1동,여성,7110,77,7187
1484,2019,6,삼도2동,남성,4282,166,4448
1485,2019,6,삼도2동,여성,3957,105,4062
1486,2019,6,삼양동,남성,12732,89,12821
1487,2019,6,삼양동,여성,12600,159,12759
1488,2019,6,서홍동,남성,5197,64,5261
1489,2019,6,서홍동,여성,5303,60,5363
1490,2019,6,성산읍,남성,8118,1152,9270
1491,2019,6,성산읍,여성,7381,615,7996
1492,2019,6,송산동,남성,2285,421,2706
1493,2019,6,송산동,여성,2027,168,2195
1494,2019,6,아라동,남성,16865,620,17485
1495,2019,6,아라동,여성,17023,625,17648
1496,2019,6,안덕면,남성,6136,340,6476
1497,2019,6,안덕면,여성,5752,385,6137
1498,2019,6,애월읍,남성,18666,572,19238
1499,2019,6,애월읍,여성,17380,498,17878
1500,2019,6,연동,남성,20421,950,21371
1501,2019,6,연동,여성,21058,1053,22111
1502,2019,6,영천동,남성,2746,122,2868
1503,2019,6,영천동,여성,2630,67,2697
1504,2019,6,예래동,남성,2091,133,2224
1505,2019,6,예래동,여성,1975,143,2118
1506,2019,6,오라동,남성,7685,115,7800
1507,2019,6,오라동,여성,7506,130,7636
1508,2019,6,외도동,남성,10879,129,11008
1509,2019,6,외도동,여성,10692,163,10855
1510,2019,6,용담1동,남성,3780,35,3815
1511,2019,6,용담1동,여성,3558,50,3608
1512,2019,6,용담2동,남성,7690,82,7772
1513,2019,6,용담2동,여성,7570,181,7751
1514,2019,6,우도면,남성,980,20,1000
1515,2019,6,우도면,여성,889,17,906
1516,2019,6,이도1동,남성,3773,57,3830
1517,2019,6,이도1동,여성,3921,81,4002
1518,2019,6,이도2동,남성,24537,284,24821
1519,2019,6,이도2동,여성,25445,389,25834
1520,2019,6,이호동,남성,2339,83,2422
1521,2019,6,이호동,여성,2217,85,2302
1522,2019,6,일도1동,남성,1480,56,1536
1523,2019,6,일도1동,여성,1337,40,1377
1524,2019,6,일도2동,남성,16754,92,16846
1525,2019,6,일도2동,여성,17228,209,17437
1526,2019,6,정방동,남성,1178,63,1241
1527,2019,6,정방동,여성,1156,51,1207
1528,2019,6,조천읍,남성,12534,341,12875
1529,2019,6,조천읍,여성,11883,252,12135
1530,2019,6,중문동,남성,5787,166,5953
1531,2019,6,중문동,여성,5457,173,5630
1532,2019,6,중앙동,남성,1821,51,1872
1533,2019,6,중앙동,여성,1984,49,2033
1534,2019,6,천지동,남성,1830,64,1894
1535,2019,6,천지동,여성,1770,57,1827
1536,2019,6,추자면,남성,951,313,1264
1537,2019,6,추자면,여성,790,15,805
1538,2019,6,표선면,남성,6367,281,6648
1539,2019,6,표선면,여성,6011,149,6160
1540,2019,6,한경면,남성,4606,251,4857
1541,2019,6,한경면,여성,4510,109,4619
1542,2019,6,한림읍,남성,11041,2320,13361
1543,2019,6,한림읍,여성,10401,1355,11756
1544,2019,6,화북동,남성,12464,232,12696
1545,2019,6,화북동,여성,12483,190,12673
1546,2019,6,효돈동,남성,2683,54,2737
1547,2019,6,효돈동,여성,2604,29,2633
1548,2019,7,건입동,남성,4851,157,5008
1549,2019,7,건입동,여성,4557,103,4660
1550,2019,7,구좌읍,남성,8016,460,8476
1551,2019,7,구좌읍,여성,7626,209,7835
1552,2019,7,남원읍,남성,9833,527,10360
1553,2019,7,남원읍,여성,9265,273,9538
1554,2019,7,노형동,남성,26464,1346,27810
1555,2019,7,노형동,여성,27366,1092,28458
1556,2019,7,대륜동,남성,7235,96,7331
1557,2019,7,대륜동,여성,7121,117,7238
1558,2019,7,대정읍,남성,10440,918,11358
1559,2019,7,대정읍,여성,10892,694,11586
1560,2019,7,대천동,남성,6970,101,7071
1561,2019,7,대천동,여성,6754,131,6885
1562,2019,7,도두동,남성,1646,96,1742
1563,2019,7,도두동,여성,1474,61,1535
1564,2019,7,동홍동,남성,11217,629,11846
1565,2019,7,동홍동,여성,11667,646,12313
1566,2019,7,봉개동,남성,2712,43,2755
1567,2019,7,봉개동,여성,2497,51,2548
1568,2019,7,삼도1동,남성,6850,70,6920
1569,2019,7,삼도1동,여성,7132,78,7210
1570,2019,7,삼도2동,남성,4275,162,4437
1571,2019,7,삼도2동,여성,3953,101,4054
1572,2019,7,삼양동,남성,12766,92,12858
1573,2019,7,삼양동,여성,12632,156,12788
1574,2019,7,서홍동,남성,5196,63,5259
1575,2019,7,서홍동,여성,5309,58,5367
1576,2019,7,성산읍,남성,8131,1172,9303
1577,2019,7,성산읍,여성,7414,610,8024
1578,2019,7,송산동,남성,2274,427,2701
1579,2019,7,송산동,여성,2013,171,2184
1580,2019,7,아라동,남성,16971,629,17600
1581,2019,7,아라동,여성,17066,610,17676
1582,2019,7,안덕면,남성,6146,349,6495
1583,2019,7,안덕면,여성,5763,395,6158
1584,2019,7,애월읍,남성,18663,572,19235
1585,2019,7,애월읍,여성,17388,496,17884
1586,2019,7,연동,남성,20403,1018,21421
1587,2019,7,연동,여성,21110,1095,22205
1588,2019,7,영천동,남성,2751,121,2872
1589,2019,7,영천동,여성,2634,68,2702
1590,2019,7,예래동,남성,2092,136,2228
1591,2019,7,예래동,여성,1977,147,2124
1592,2019,7,오라동,남성,7671,119,7790
1593,2019,7,오라동,여성,7520,129,7649
1594,2019,7,외도동,남성,10904,128,11032
1595,2019,7,외도동,여성,10725,166,10891
1596,2019,7,용담1동,남성,3772,35,3807
1597,2019,7,용담1동,여성,3562,50,3612
1598,2019,7,용담2동,남성,7689,80,7769
1599,2019,7,용담2동,여성,7566,178,7744
1600,2019,7,우도면,남성,984,20,1004
1601,2019,7,우도면,여성,887,14,901
1602,2019,7,이도1동,남성,3780,60,3840
1603,2019,7,이도1동,여성,3910,84,3994
1604,2019,7,이도2동,남성,24576,283,24859
1605,2019,7,이도2동,여성,25462,375,25837
1606,2019,7,이호동,남성,2353,82,2435
1607,2019,7,이호동,여성,2216,86,2302
1608,2019,7,일도1동,남성,1473,52,1525
1609,2019,7,일도1동,여성,1331,41,1372
1610,2019,7,일도2동,남성,16730,97,16827
1611,2019,7,일도2동,여성,17235,211,17446
1612,2019,7,정방동,남성,1167,62,1229
1613,2019,7,정방동,여성,1157,53,1210
1614,2019,7,조천읍,남성,12559,343,12902
1615,2019,7,조천읍,여성,11909,252,12161
1616,2019,7,중문동,남성,5803,165,5968
1617,2019,7,중문동,여성,5476,165,5641
1618,2019,7,중앙동,남성,1816,50,1866
1619,2019,7,중앙동,여성,1986,50,2036
1620,2019,7,천지동,남성,1832,63,1895
1621,2019,7,천지동,여성,1768,56,1824
1622,2019,7,추자면,남성,949,313,1262
1623,2019,7,추자면,여성,789,14,803
1624,2019,7,표선면,남성,6368,281,6649
1625,2019,7,표선면,여성,6001,149,6150
1626,2019,7,한경면,남성,4603,250,4853
1627,2019,7,한경면,여성,4515,110,4625
1628,2019,7,한림읍,남성,11023,2319,13342
1629,2019,7,한림읍,여성,10377,1356,11733
1630,2019,7,화북동,남성,12471,232,12703
1631,2019,7,화북동,여성,12488,188,12676
1632,2019,7,효돈동,남성,2683,51,2734
1633,2019,7,효돈동,여성,2611,28,2639
1634,2019,8,건입동,남성,4828,158,4986
1635,2019,8,건입동,여성,4552,102,4654
1636,2019,8,구좌읍,남성,8026,461,8487
1637,2019,8,구좌읍,여성,7635,209,7844
1638,2019,8,남원읍,남성,9828,525,10353
1639,2019,8,남원읍,여성,9281,274,9555
1640,2019,8,노형동,남성,26509,1312,27821
1641,2019,8,노형동,여성,27444,1068,28512
1642,2019,8,대륜동,남성,7240,96,7336
1643,2019,8,대륜동,여성,7106,118,7224
1644,2019,8,대정읍,남성,10443,1007,11450
1645,2019,8,대정읍,여성,10965,806,11771
1646,2019,8,대천동,남성,6982,105,7087
1647,2019,8,대천동,여성,6776,129,6905
1648,2019,8,도두동,남성,1665,93,1758
1649,2019,8,도두동,여성,1485,60,1545
1650,2019,8,동홍동,남성,11247,630,11877
1651,2019,8,동홍동,여성,11701,649,12350
1652,2019,8,봉개동,남성,2714,40,2754
1653,2019,8,봉개동,여성,2502,50,2552
1654,2019,8,삼도1동,남성,6827,69,6896
1655,2019,8,삼도1동,여성,7124,80,7204
1656,2019,8,삼도2동,남성,4259,165,4424
1657,2019,8,삼도2동,여성,3937,101,4038
1658,2019,8,삼양동,남성,12808,96,12904
1659,2019,8,삼양동,여성,12639,160,12799
1660,2019,8,서홍동,남성,5190,61,5251
1661,2019,8,서홍동,여성,5299,57,5356
1662,2019,8,성산읍,남성,8163,1159,9322
1663,2019,8,성산읍,여성,7434,613,8047
1664,2019,8,송산동,남성,2271,438,2709
1665,2019,8,송산동,여성,2020,168,2188
1666,2019,8,아라동,남성,17066,631,17697
1667,2019,8,아라동,여성,17129,601,17730
1668,2019,8,안덕면,남성,6170,349,6519
1669,2019,8,안덕면,여성,5782,397,6179
1670,2019,8,애월읍,남성,18666,572,19238
1671,2019,8,애월읍,여성,17390,499,17889
1672,2019,8,연동,남성,20402,1045,21447
1673,2019,8,연동,여성,21120,1118,22238
1674,2019,8,영천동,남성,2757,122,2879
1675,2019,8,영천동,여성,2628,68,2696
1676,2019,8,예래동,남성,2079,137,2216
1677,2019,8,예래동,여성,1968,147,2115
1678,2019,8,오라동,남성,7702,125,7827
1679,2019,8,오라동,여성,7533,127,7660
1680,2019,8,외도동,남성,10911,127,11038
1681,2019,8,외도동,여성,10752,169,10921
1682,2019,8,용담1동,남성,3767,33,3800
1683,2019,8,용담1동,여성,3554,52,3606
1684,2019,8,용담2동,남성,7683,78,7761
1685,2019,8,용담2동,여성,7555,181,7736
1686,2019,8,우도면,남성,992,21,1013
1687,2019,8,우도면,여성,897,14,911
1688,2019,8,이도1동,남성,3772,59,3831
1689,2019,8,이도1동,여성,3883,85,3968
1690,2019,8,이도2동,남성,24598,292,24890
1691,2019,8,이도2동,여성,25462,382,25844
1692,2019,8,이호동,남성,2362,88,2450
1693,2019,8,이호동,여성,2214,87,2301
1694,2019,8,일도1동,남성,1456,51,1507
1695,2019,8,일도1동,여성,1318,39,1357
1696,2019,8,일도2동,남성,16694,98,16792
1697,2019,8,일도2동,여성,17184,217,17401
1698,2019,8,정방동,남성,1159,66,1225
1699,2019,8,정방동,여성,1145,54,1199
1700,2019,8,조천읍,남성,12552,337,12889
1701,2019,8,조천읍,여성,11904,250,12154
1702,2019,8,중문동,남성,5785,166,5951
1703,2019,8,중문동,여성,5476,167,5643
1704,2019,8,중앙동,남성,1802,51,1853
1705,2019,8,중앙동,여성,1976,52,2028
1706,2019,8,천지동,남성,1816,64,1880
1707,2019,8,천지동,여성,1764,56,1820
1708,2019,8,추자면,남성,946,311,1257
1709,2019,8,추자면,여성,791,14,805
1710,2019,8,표선면,남성,6342,282,6624
1711,2019,8,표선면,여성,5993,146,6139
1712,2019,8,한경면,남성,4589,250,4839
1713,2019,8,한경면,여성,4509,110,4619
1714,2019,8,한림읍,남성,11021,2343,13364
1715,2019,8,한림읍,여성,10398,1351,11749
1716,2019,8,화북동,남성,12429,227,12656
1717,2019,8,화북동,여성,12477,188,12665
1718,2019,8,효돈동,남성,2688,52,2740
1719,2019,8,효돈동,여성,2613,29,2642
1720,2019,9,건입동,남성,4819,161,4980
1721,2019,9,건입동,여성,4561,102,4663
1722,2019,9,구좌읍,남성,8028,463,8491
1723,2019,9,구좌읍,여성,7623,209,7832
1724,2019,9,남원읍,남성,9794,532,10326
1725,2019,9,남원읍,여성,9255,279,9534
1726,2019,9,노형동,남성,26514,1373,27887
1727,2019,9,노형동,여성,27439,1090,28529
1728,2019,9,대륜동,남성,7241,101,7342
1729,2019,9,대륜동,여성,7112,125,7237
1730,2019,9,대정읍,남성,10437,991,11428
1731,2019,9,대정읍,여성,10942,792,11734
1732,2019,9,대천동,남성,6998,104,7102
1733,2019,9,대천동,여성,6802,130,6932
1734,2019,9,도두동,남성,1666,85,1751
1735,2019,9,도두동,여성,1485,60,1545
1736,2019,9,동홍동,남성,11287,630,11917
1737,2019,9,동홍동,여성,11736,648,12384
1738,2019,9,봉개동,남성,2726,41,2767
1739,2019,9,봉개동,여성,2510,51,2561
1740,2019,9,삼도1동,남성,6826,69,6895
1741,2019,9,삼도1동,여성,7098,83,7181
1742,2019,9,삼도2동,남성,4268,159,4427
1743,2019,9,삼도2동,여성,3946,97,4043
1744,2019,9,삼양동,남성,12812,97,12909
1745,2019,9,삼양동,여성,12649,162,12811
1746,2019,9,서홍동,남성,5168,63,5231
1747,2019,9,서홍동,여성,5283,58,5341
1748,2019,9,성산읍,남성,8164,1185,9349
1749,2019,9,성산읍,여성,7442,605,8047
1750,2019,9,송산동,남성,2263,435,2698
1751,2019,9,송산동,여성,2011,167,2178
1752,2019,9,아라동,남성,17147,649,17796
1753,2019,9,아라동,여성,17210,631,17841
1754,2019,9,안덕면,남성,6186,353,6539
1755,2019,9,안덕면,여성,5795,415,6210
1756,2019,9,애월읍,남성,18693,570,19263
1757,2019,9,애월읍,여성,17417,514,17931
1758,2019,9,연동,남성,20383,1046,21429
1759,2019,9,연동,여성,21139,1125,22264
1760,2019,9,영천동,남성,2746,125,2871
1761,2019,9,영천동,여성,2619,66,2685
1762,2019,9,예래동,남성,2071,136,2207
1763,2019,9,예래동,여성,1971,146,2117
1764,2019,9,오라동,남성,7711,120,7831
1765,2019,9,오라동,여성,7555,129,7684
1766,2019,9,외도동,남성,10906,124,11030
1767,2019,9,외도동,여성,10754,171,10925
1768,2019,9,용담1동,남성,3755,37,3792
1769,2019,9,용담1동,여성,3552,54,3606
1770,2019,9,용담2동,남성,7659,78,7737
1771,2019,9,용담2동,여성,7537,180,7717
1772,2019,9,우도면,남성,985,19,1004
1773,2019,9,우도면,여성,898,13,911
1774,2019,9,이도1동,남성,3771,62,3833
1775,2019,9,이도1동,여성,3889,93,3982
1776,2019,9,이도2동,남성,24652,294,24946
1777,2019,9,이도2동,여성,25436,382,25818
1778,2019,9,이호동,남성,2346,87,2433
1779,2019,9,이호동,여성,2199,88,2287
1780,2019,9,일도1동,남성,1456,53,1509
1781,2019,9,일도1동,여성,1319,40,1359
1782,2019,9,일도2동,남성,16689,105,16794
1783,2019,9,일도2동,여성,17196,218,17414
1784,2019,9,정방동,남성,1146,65,1211
1785,2019,9,정방동,여성,1138,57,1195
1786,2019,9,조천읍,남성,12583,336,12919
1787,2019,9,조천읍,여성,11948,247,12195
1788,2019,9,중문동,남성,5781,172,5953
1789,2019,9,중문동,여성,5459,167,5626
1790,2019,9,중앙동,남성,1789,52,1841
1791,2019,9,중앙동,여성,1960,50,2010
1792,2019,9,천지동,남성,1806,63,1869
1793,2019,9,천지동,여성,1754,54,1808
1794,2019,9,추자면,남성,953,319,1272
1795,2019,9,추자면,여성,790,17,807
1796,2019,9,표선면,남성,6341,290,6631
1797,2019,9,표선면,여성,5989,155,6144
1798,2019,9,한경면,남성,4562,249,4811
1799,2019,9,한경면,여성,4503,109,4612
1800,2019,9,한림읍,남성,11011,2348,13359
1801,2019,9,한림읍,여성,10377,1348,11725
1802,2019,9,화북동,남성,12428,229,12657
1803,2019,9,화북동,여성,12444,192,12636
1804,2019,9,효돈동,남성,2690,51,2741
1805,2019,9,효돈동,여성,2611,28,2639
1806,2019,10,건입동,남성,4796,159,4955
1807,2019,10,건입동,여성,4563,102,4665
1808,2019,10,구좌읍,남성,8002,462,8464
1809,2019,10,구좌읍,여성,7603,207,7810
1810,2019,10,남원읍,남성,9768,530,10298
1811,2019,10,남원읍,여성,9222,281,9503
1812,2019,10,노형동,남성,26578,1347,27925
