base_date,emd_nm,short_nationality_CHN,short_nationality_ETC,short_nationality_HKG,short_nationality_IDN,short_nationality_JPN,short_nationality_MYS,short_nationality_SGP,short_nationality_THA,short_nationality_USA,short_nationality_VNM,short_visit_pop_cnt
2019-06,애월읍,720,720,720,631,663,720,708,720,715,574,628504.6010999999
2019-06,연동,720,720,720,684,720,718,701,700,716,674,1612020.0432999998
2019-06,영천동,720,720,546,135,258,459,258,701,458,151,110843.45569999996
2019-06,예래동,720,720,706,443,720,692,614,372,720,245,342307.3648999998
2019-06,오라동,720,720,704,348,549,588,239,248,511,183,75534.28680000002
2019-06,외도동,720,711,629,109,243,208,156,152,531,32,42461.357399999986
2019-06,용담1동,716,566,628,178,247,474,29,33,227,122,26174.7932
2019-06,용담2동,720,720,720,706,720,713,720,645,720,684,1113339.5123
2019-06,우도면,720,700,546,132,229,437,334,626,416,92,84115.2737
2019-06,이도1동,720,717,642,272,676,440,220,170,645,232,56311.0967
2019-06,이도2동,720,711,692,367,574,527,593,223,637,156,88074.8135
2019-06,이호동,720,693,690,109,180,502,94,91,468,90,65630.77700000002
2019-06,일도1동,693,548,670,233,270,476,221,62,258,26,25072.6874
2019-06,일도2동,720,634,390,220,184,111,94,15,208,244,47927.1279
2019-06,정방동,720,720,720,610,617,705,612,337,633,254,137983.603
2019-06,조천읍,720,720,712,416,620,637,566,549,719,334,256782.4654
2019-06,중문동,720,720,682,379,562,626,529,628,633,428,267278.3453
2019-06,중앙동,720,701,667,260,304,453,188,82,378,82,31823.043700000002
2019-06,천지동,720,710,663,437,377,600,416,298,530,70,53072.562199999986
2019-06,추자면,720,720,404,214,189,135,217,620,232,186,77254.59260000002
2019-06,표선면,720,720,667,402,626,661,528,490,641,338,125768.73090000004
2019-06,한경면,720,601,362,52,193,295,202,421,383,52,44780.045999999995
2019-06,한림읍,720,720,709,342,594,562,416,632,720,491,164321.73619999998
2019-06,화북동,714,342,159,140,309,77,70,58,518,7,16191.632399999999
2019-06,효돈동,516,230,144,2,90,41,25,11,314,76,4828.7072
2019-07,건입동,744,744,742,331,729,622,570,478,655,345,234677.97980000003
2019-07,구좌읍,744,744,742,548,530,644,331,343,712,144,106635.87300000002
2019-07,남원읍,744,744,736,664,380,466,515,744,710,505,201771.52610000002
2019-07,노형동,744,744,744,344,740,692,311,598,731,247,556160.9820999999
2019-07,대륜동,744,744,735,174,434,683,240,527,718,456,115760.3976
2019-07,대정읍,744,732,631,356,374,142,34,226,654,55,43389.78109999999
2019-07,대천동,744,710,623,118,142,319,102,126,451,49,36727.01270000001
2019-07,도두동,744,744,744,193,637,507,349,490,620,139,475954.81539999996
2019-07,동홍동,744,720,701,174,245,571,209,208,607,72,93833.596
2019-07,봉개동,738,744,545,475,315,166,122,717,539,134,66609.9906
2019-07,삼도1동,744,694,719,386,411,638,200,65,369,147,50926.052899999995
2019-07,삼도2동,744,744,744,573,737,693,384,351,702,522,245390.67649999994
2019-07,삼양동,744,680,68,2,108,205,1,24,210,69,43762.17099999999
2019-07,서홍동,744,744,673,506,304,364,350,706,498,341,321148.96209999995
2019-07,성산읍,744,744,744,577,620,726,396,618,743,504,306964.77919999993
2019-07,송산동,744,728,526,76,102,364,127,48,606,89,30350.908000000007
2019-07,아라동,744,744,635,312,377,268,103,272,714,306,62712.58069999999
2019-07,안덕면,744,744,744,290,729,735,456,677,744,352,456072.2009
2019-07,애월읍,744,744,744,699,705,733,633,744,742,529,625662.0700000002
2019-07,연동,744,744,744,574,744,741,656,738,744,696,1862081.2907000002
2019-07,영천동,737,741,530,386,197,254,170,703,545,143,68716.2659
2019-07,예래동,744,744,744,360,743,666,304,343,744,231,358818.1574999999
2019-07,오라동,744,744,668,248,377,635,208,432,634,91,84461.42719999999
2019-07,외도동,744,742,436,11,317,212,108,453,277,10,66105.3522
2019-07,용담1동,744,666,518,179,456,222,60,88,368,130,33231.505099999995
2019-07,용담2동,744,744,744,637,744,728,606,650,744,614,1098405.6191
2019-07,우도면,744,708,557,183,260,270,86,568,298,30,86833.058
2019-07,이도1동,744,737,677,188,615,387,57,245,467,24,56874.61130000001
2019-07,이도2동,744,744,705,228,539,516,263,93,636,182,81143.0625
2019-07,이호동,744,742,659,185,223,375,60,319,438,179,75762.8003
2019-07,일도1동,739,460,635,77,284,321,122,156,262,14,26276.635100000003
2019-07,일도2동,744,662,436,32,436,54,155,43,384,1,56600.3769
2019-07,정방동,744,744,744,196,605,690,424,364,704,74,100496.81180000001
2019-07,조천읍,744,744,744,327,633,651,288,588,744,472,247393.47290000005
2019-07,중문동,744,744,709,349,491,608,288,685,611,419,182318.5808
2019-07,중앙동,744,707,550,176,146,534,108,185,278,8,30628.930900000007
2019-07,천지동,744,744,694,163,329,514,134,116,496,252,48455.7913
2019-07,추자면,737,744,479,389,149,141,127,687,234,140,76764.1573
2019-07,표선면,744,744,682,370,491,575,327,514,732,339,120000.5655
2019-07,한경면,744,700,516,63,367,217,23,366,419,44,39605.241
2019-07,한림읍,744,744,733,732,508,465,293,684,735,351,207632.75399999996
2019-07,화북동,743,680,124,0,176,98,31,59,375,2,14644.103000000003
2019-07,효돈동,697,420,275,1,60,30,41,186,139,1,8654.107600000001
2019-08,건입동,744,744,744,390,741,486,485,577,593,322,259322.6909
2019-08,구좌읍,744,744,742,289,724,599,256,615,628,241,124166.56299999998
2019-08,남원읍,744,744,733,582,571,479,623,744,704,546,262651.5901
2019-08,노형동,744,744,744,163,706,690,567,584,730,273,718787.4653
2019-08,대륜동,744,744,742,79,600,516,286,520,674,34,120733.88310000004
2019-08,대정읍,744,743,728,405,654,280,60,194,640,71,57993.446899999995
2019-08,대천동,744,694,642,40,365,392,71,77,462,62,38507.715
2019-08,도두동,744,744,744,169,671,544,202,730,501,116,524794.3554
2019-08,동홍동,744,744,663,118,542,206,305,315,478,112,101545.02120000002
2019-08,봉개동,744,742,590,449,602,295,105,675,321,220,92720.1932
2019-08,삼도1동,744,738,646,117,498,514,255,139,437,20,78984.0809
2019-08,삼도2동,744,744,744,389,744,610,528,570,605,336,290964.4121000001
2019-08,삼양동,744,689,114,0,365,134,3,32,186,22,41346.01509999999
2019-08,서홍동,744,744,666,415,418,505,269,744,396,341,354266.2761
2019-08,성산읍,744,744,744,474,718,726,456,694,716,237,338727.06740000006
2019-08,송산동,744,744,458,2,187,410,193,102,378,93,34777.1281
2019-08,아라동,744,728,633,21,621,399,184,337,607,291,84223.95150000001
2019-08,안덕면,744,744,744,118,743,701,480,744,744,297,567228.9068
2019-08,애월읍,744,744,744,671,739,708,608,744,740,624,685914.5363000002
2019-08,연동,744,744,744,327,744,744,570,744,744,532,2146021.2804000005
2019-08,영천동,744,742,425,204,290,138,199,692,364,244,63294.8827
2019-08,예래동,744,744,744,186,744,678,360,400,744,263,422029.3189999999
2019-08,오라동,744,744,704,212,559,583,95,737,436,75,117804.80649999999
2019-08,외도동,744,716,502,27,457,231,77,744,218,71,63208.158299999974
2019-08,용담1동,743,708,582,16,498,191,73,93,178,39,33044.42830000001
2019-08,용담2동,744,744,744,494,744,716,620,744,744,517,1224635.1772
2019-08,우도면,744,731,636,263,399,213,163,596,261,144,122209.44239999999
2019-08,이도1동,744,740,692,9,696,409,275,363,438,26,61525.09949999999
2019-08,이도2동,744,744,738,129,563,496,278,482,541,119,105469.94150000003
2019-08,이호동,744,728,678,83,393,528,122,726,240,100,86026.00390000001
2019-08,일도1동,744,673,624,62,371,311,133,286,268,40,30703.431000000004
2019-08,일도2동,744,674,511,1,497,128,225,105,556,39,61602.48670000002
2019-08,정방동,744,744,744,104,636,503,513,248,469,231,98653.7871
2019-08,조천읍,744,744,740,176,732,523,331,662,719,191,303706.39780000004
2019-08,중문동,744,744,716,248,487,503,358,660,591,259,212688.9383
2019-08,중앙동,744,669,532,212,241,135,252,130,338,8,22916.155000000002
2019-08,천지동,744,740,572,41,514,480,151,109,367,57,49490.46729999999
2019-08,추자면,738,736,578,342,121,299,172,694,315,179,108078.57140000002
2019-08,표선면,744,744,681,280,704,407,243,736,609,340,123917.05439999998
2019-08,한경면,744,733,467,147,185,224,71,248,352,98,42242.4559
2019-08,한림읍,744,744,714,521,614,467,211,652,595,493,198998.69139999992
2019-08,화북동,648,620,174,1,387,70,1,27,162,113,19738.4684
2019-08,효돈동,742,344,207,6,99,30,78,33,177,2,10954.1315
2019-09,건입동,720,720,720,324,684,605,618,555,674,354,198286.63470000005
2019-09,구좌읍,720,720,698,119,573,672,458,480,625,277,87315.67469999999
2019-09,남원읍,720,709,667,550,496,408,531,686,677,560,274982.6139
2019-09,노형동,720,720,720,481,716,692,668,630,716,270,614572.4185
2019-09,대륜동,720,720,715,341,360,692,455,360,701,73,103243.8816
2019-09,대정읍,720,669,478,430,340,107,187,240,587,3,46199.306200000006
2019-09,대천동,720,635,516,64,213,493,162,118,609,82,29611.826
2019-09,도두동,720,720,720,69,667,505,319,720,532,138,386215.0439
2019-09,동홍동,720,720,640,148,282,505,361,169,617,85,76157.2937
2019-09,봉개동,717,719,596,270,236,274,215,672,393,101,91592.4444
2019-09,삼도1동,720,696,623,36,436,638,376,184,112,44,58401.3941
2019-09,삼도2동,720,720,720,279,707,706,565,577,642,278,197608.0621
2019-09,삼양동,720,439,128,0,243,185,53,321,256,137,27700.2797
2019-09,서홍동,720,720,676,478,248,340,359,657,494,213,462391.4694
2019-09,성산읍,720,720,720,376,645,720,646,670,711,384,263067.6124
2019-09,송산동,716,720,489,110,240,469,306,54,480,97,27645.122099999997
2019-09,아라동,720,717,499,91,596,286,226,190,621,284,66090.94709999999
2019-09,안덕면,720,720,720,293,699,704,632,714,720,188,319119.609
2019-09,애월읍,720,720,720,633,700,703,653,720,720,588,600771.3900000001
2019-09,연동,720,720,720,409,720,720,696,720,719,715,1919405.1972000003
2019-09,영천동,720,715,436,260,155,291,164,556,525,267,63206.93369999999
2019-09,예래동,720,720,720,177,703,685,484,444,707,92,245119.89890000003
2019-09,오라동,720,712,655,141,581,652,165,713,614,17,81695.3986
2019-09,외도동,720,684,510,123,188,171,132,720,274,0,55057.22220000001
2019-09,용담1동,717,693,412,82,529,212,3,79,374,16,27948.360700000005
2019-09,용담2동,720,720,720,557,720,712,692,720,714,476,1086063.6051
2019-09,우도면,709,662,524,159,147,290,245,541,154,43,66031.09990000002
2019-09,이도1동,720,720,623,164,679,522,227,207,529,35,56319.64989999999
2019-09,이도2동,720,720,694,194,653,592,404,568,676,173,89355.67689999999
2019-09,이호동,720,662,586,250,225,323,126,675,254,60,58798.253
2019-09,일도1동,720,614,574,103,252,545,161,200,295,12,25700.919200000004
2019-09,일도2동,720,718,446,55,277,170,29,33,473,18,59140.9647
2019-09,정방동,720,720,716,252,652,664,636,318,572,158,93159.01770000001
2019-09,조천읍,720,720,701,313,611,618,402,649,651,192,174083.35180000003
2019-09,중문동,720,720,661,216,372,615,307,589,692,136,144893.27349999998
2019-09,중앙동,720,654,549,73,332,352,144,44,254,5,21688.331799999996
2019-09,천지동,720,712,623,248,217,534,317,170,302,121,40788.1321
2019-09,추자면,708,714,411,309,75,206,257,606,299,192,81507.82310000001
2019-09,표선면,720,720,593,344,540,558,395,720,596,361,116924.284
2019-09,한경면,720,652,371,36,207,106,170,272,309,30,35416.99739999999
2019-09,한림읍,720,720,587,416,556,497,343,587,679,331,118452.45669999998
2019-09,화북동,720,402,153,0,247,79,9,26,369,1,13882.284100000003
2019-09,효돈동,719,173,169,0,77,83,88,3,311,5,8836.7445
2019-10,건입동,744,744,744,352,665,701,704,471,708,248,226610.7372
2019-10,구좌읍,744,744,744,339,466,702,682,425,722,101,118181.69529999995
2019-10,남원읍,744,744,727,594,507,630,600,744,707,491,256645.6787
2019-10,노형동,744,744,744,568,682,743,704,605,741,445,682897.858
2019-10,대륜동,744,744,743,386,451,740,605,460,726,158,173237.4618
2019-10,대정읍,744,742,489,42,215,188,312,223,472,0,48992.5971
2019-10,대천동,744,724,659,212,180,560,318,226,584,84,44622.99749999999
2019-10,도두동,744,744,736,383,657,620,541,744,613,328,410635.7281
2019-10,동홍동,744,742,707,142,198,598,487,190,642,128,82439.9492
2019-10,봉개동,744,744,586,286,304,329,189,709,375,110,57765.0264
2019-10,삼도1동,744,727,716,145,498,719,492,250,460,33,80081.27899999998
2019-10,삼도2동,744,744,744,683,738,744,701,507,716,543,277759.7543999999
2019-10,삼양동,744,595,304,47,63,310,210,192,250,29,25256.649999999998
2019-10,서홍동,744,744,728,445,316,461,431,709,521,182,663203.4985999999
2019-10,성산읍,744,744,744,595,680,744,676,627,740,464,332298.4009
2019-10,송산동,744,717,402,79,176,350,326,48,640,132,31690.529099999996
2019-10,아라동,744,744,589,229,650,557,482,319,700,94,74397.66520000002
2019-10,안덕면,744,744,744,526,671,743,744,714,744,149,473865.1431999999
2019-10,애월읍,744,744,744,711,649,743,715,744,744,567,712349.7329000001
2019-10,연동,744,744,744,703,743,744,744,743,744,696,2056098.8804000004
2019-10,영천동,744,744,567,203,132,256,247,680,716,147,86132.85900000001
2019-10,예래동,744,744,744,475,721,738,668,465,743,151,287764.11059999996
2019-10,오라동,744,744,732,320,584,648,224,735,670,211,91076.08200000001
2019-10,외도동,744,710,560,88,142,417,217,744,196,19,52471.82989999999
2019-10,용담1동,742,691,576,136,401,497,175,58,267,185,31775.341000000004
2019-10,용담2동,744,744,744,707,744,744,744,744,744,620,1222612.8913
2019-10,우도면,737,723,618,213,213,343,327,582,227,41,81552.54250000001
2019-10,이도1동,744,744,708,371,681,559,504,230,553,98,70983.87599999999
2019-10,이도2동,744,735,732,512,655,732,427,332,692,41,101093.541
2019-10,이호동,744,727,602,84,346,541,326,744,425,95,64230.22150000001
2019-10,일도1동,740,690,699,62,275,516,356,239,371,129,31853.4412
2019-10,일도2동,744,696,483,21,314,234,62,201,381,276,58030.08600000001
2019-10,정방동,744,744,724,410,482,712,719,347,710,133,120644.01560000003
2019-10,조천읍,744,744,743,365,579,737,670,599,742,294,217585.3907
2019-10,중문동,744,744,731,274,493,601,533,664,668,309,145555.2559
2019-10,중앙동,744,686,609,113,193,401,392,185,372,6,28408.737100000006
2019-10,천지동,744,739,702,440,332,701,490,262,487,161,59005.8406
2019-10,추자면,743,744,435,308,151,162,244,602,439,255,56951.525
2019-10,표선면,744,743,685,380,393,717,634,678,721,408,137358.75160000002
2019-10,한경면,744,739,566,67,206,347,322,168,557,16,44091.768099999994
2019-10,한림읍,744,744,701,518,571,561,575,628,730,454,170692.30730000004
2019-10,화북동,744,345,183,58,269,97,43,97,316,4,17524.9285
2019-10,효돈동,744,363,112,5,76,209,120,2,159,37,16977.530000000006
2019-11,건입동,720,720,720,375,527,702,707,517,581,212,153858.6196
2019-11,구좌읍,720,715,714,168,320,700,599,349,642,44,71072.2531
2019-11,남원읍,720,720,720,647,506,610,613,720,670,483,349935.76959999994
2019-11,노형동,720,720,720,556,613,720,701,620,712,231,617075.2742
2019-11,대륜동,720,720,709,475,270,712,490,425,632,229,131549.7911
2019-11,대정읍,720,495,516,251,325,194,301,267,520,85,38607.634999999995
2019-11,대천동,720,651,535,140,318,503,234,169,351,122,37592.761399999996
2019-11,도두동,720,720,720,441,565,698,520,698,556,466,390059.2794
2019-11,동홍동,720,703,692,201,264,580,543,236,381,21,75146.56889999998
2019-11,봉개동,720,708,437,231,165,295,229,651,278,102,47746.70429999999
2019-11,삼도1동,720,665,659,165,259,681,422,242,336,69,45071.8183
2019-11,삼도2동,720,720,720,595,666,720,713,575,587,253,212768.5074
2019-11,삼양동,720,606,441,56,119,329,218,39,111,36,30974.2945
2019-11,서홍동,720,720,716,498,383,367,323,699,478,259,606364.5882000001
2019-11,성산읍,720,720,720,605,418,720,720,681,697,451,222801.0731
2019-11,송산동,720,536,316,151,97,498,325,62,419,84,20679.6423
2019-11,아라동,720,703,651,188,340,459,497,105,636,205,58594.936799999996
2019-11,안덕면,720,720,720,280,649,717,694,717,720,388,351179.5686
2019-11,애월읍,720,720,720,681,526,717,701,720,719,624,633132.4811999999
2019-11,연동,720,720,720,655,720,720,720,719,720,659,1839666.5635
2019-11,영천동,720,710,439,214,118,233,377,634,275,79,57787.9743
2019-11,예래동,720,720,708,517,602,628,690,394,700,121,167242.19660000002
2019-11,오라동,720,711,697,385,540,678,229,713,709,145,76561.638
2019-11,외도동,720,570,627,134,73,155,150,720,307,26,46966.263699999996
2019-11,용담1동,720,687,534,255,145,327,144,177,149,38,30404.651399999995
2019-11,용담2동,720,720,720,678,720,720,720,720,720,643,991910.5454
2019-11,우도면,720,679,571,191,97,417,286,525,174,130,57852.265199999994
2019-11,이도1동,720,707,670,198,547,509,566,216,469,25,48292.52140000001
2019-11,이도2동,720,705,711,241,513,663,526,247,605,245,77519.76599999999
2019-11,이호동,720,719,685,84,94,502,216,716,329,12,64290.35
2019-11,일도1동,713,660,598,34,191,433,329,327,161,73,22190.8369
2019-11,일도2동,720,684,488,29,301,202,183,19,231,70,50177.2457
2019-11,정방동,720,718,716,336,247,698,717,188,520,91,88602.01989999998
2019-11,조천읍,720,720,713,294,557,703,618,607,704,179,130799.19839999998
2019-11,중문동,720,720,704,405,285,633,572,675,621,274,150389.9267
2019-11,중앙동,720,507,469,187,177,367,227,17,223,14,23607.696900000006
2019-11,천지동,720,689,585,254,252,668,434,185,329,72,46830.029899999994
2019-11,추자면,720,719,577,266,9,87,203,607,251,109,50145.6561
2019-11,표선면,720,712,681,305,318,669,560,665,524,335,117591.7589
2019-11,한경면,720,607,339,107,54,348,216,348,222,66,28626.8711
2019-11,한림읍,720,720,678,543,355,483,527,596,583,316,129161.4006
2019-11,화북동,564,268,154,40,191,38,49,123,162,57,8606.767400000004
2019-11,효돈동,720,544,133,3,133,68,67,34,82,11,11408.245999999997
2019-12,건입동,744,744,744,479,595,738,728,591,616,101,163726.8197
2019-12,구좌읍,744,744,741,339,356,711,694,326,669,176,66745.9362
2019-12,남원읍,744,744,743,675,459,641,677,744,638,538,258049.90649999995
2019-12,노형동,744,744,744,518,614,744,744,656,724,134,685454.7350999998
2019-12,대륜동,744,744,738,440,290,700,676,422,491,47,148867.37829999998
2019-12,대정읍,744,741,513,74,222,261,296,166,631,244,39740.999800000005
2019-12,대천동,744,736,480,308,257,491,251,189,508,38,49037.50929999999
2019-12,도두동,744,744,744,535,421,739,580,744,465,176,406861.55809999997
2019-12,동홍동,744,744,643,114,154,531,593,267,443,108,99354.42180000001
2019-12,봉개동,742,741,387,351,131,299,130,629,234,146,44989.037899999996
2019-12,삼도1동,744,711,715,344,537,711,544,121,299,78,74591.7329
2019-12,삼도2동,744,744,744,543,646,744,741,630,635,290,203030.1712
2019-12,삼양동,744,594,240,194,380,400,205,197,196,164,27812.220899999993
2019-12,서홍동,744,744,744,668,422,489,440,744,359,342,516051.629
2019-12,성산읍,744,744,736,536,379,739,738,668,661,149,215772.7351
2019-12,송산동,738,447,422,178,36,336,328,74,207,73,15429.2295
2019-12,아라동,744,685,604,300,477,594,607,290,540,17,56784.20310000001
2019-12,안덕면,744,744,744,470,402,744,744,721,719,153,376156.12979999994
2019-12,애월읍,744,744,744,732,545,740,706,744,737,522,658145.0507000001
2019-12,연동,744,744,744,648,733,744,744,744,744,569,1936332.3106000002
2019-12,영천동,744,736,374,182,130,196,288,663,401,67,43467.09379999999
2019-12,예래동,744,744,731,346,653,684,726,371,719,164,148444.62749999997
2019-12,오라동,744,739,733,453,327,717,355,743,467,110,83019.5033
2019-12,외도동,744,706,621,279,117,335,208,744,166,55,53922.89209999998
2019-12,용담1동,744,675,639,339,292,288,238,211,125,43,28457.7066
2019-12,용담2동,744,744,744,665,734,744,744,744,721,456,1094589.7572
2019-12,우도면,744,718,642,254,54,178,250,604,122,99,48968.4003
2019-12,이도1동,744,739,727,447,508,592,560,235,467,31,48045.16789999999
2019-12,이도2동,744,714,742,433,320,726,539,348,610,229,86923.09580000001
2019-12,이호동,744,709,712,106,210,534,267,734,438,15,71511.46500000001
2019-12,일도1동,743,557,643,195,163,541,367,288,88,26,22892.326500000003
2019-12,일도2동,744,735,634,278,290,321,155,97,372,1,57112.210399999996
2019-12,정방동,744,669,731,465,370,717,732,377,293,111,82607.25480000001
2019-12,조천읍,744,744,732,390,352,731,648,537,667,472,154290.4052
2019-12,중문동,744,744,713,324,236,641,665,616,646,179,151733.31220000001
2019-12,중앙동,744,401,439,162,102,343,181,117,78,50,19405.7412
2019-12,천지동,744,659,662,422,255,575,552,117,216,170,41052.07849999999
2019-12,추자면,744,733,466,355,28,165,340,703,294,198,61091.6343
2019-12,표선면,744,744,660,493,387,715,625,669,572,248,129852.8255
2019-12,한경면,744,702,424,162,123,335,262,214,540,299,30752.697000000007
2019-12,한림읍,744,744,699,544,222,434,555,628,639,164,122124.66090000003
2019-12,화북동,731,357,118,61,135,161,120,47,176,110,11514.850800000002
2019-12,효돈동,644,338,171,5,204,42,21,86,73,0,6363.990999999999
2020-01,건입동,744,744,738,478,425,608,483,432,485,107,159082.9676
2020-01,구좌읍,744,743,684,191,225,688,255,251,331,208,62958.295300000005
2020-01,남원읍,744,744,743,576,414,585,605,744,604,403,169564.4902
2020-01,노형동,744,744,744,360,676,744,378,720,729,269,657902.6526
2020-01,대륜동,744,744,721,175,324,692,284,497,399,45,78985.59980000001
2020-01,대정읍,744,744,361,466,355,126,104,352,483,362,46314.79510000001
2020-01,대천동,744,727,523,98,345,478,126,101,440,2,35213.903900000005
2020-01,도두동,744,744,744,485,470,663,229,739,419,256,375997.91170000006
2020-01,동홍동,744,744,635,261,363,576,75,156,338,205,63260.91170000001
2020-01,봉개동,741,744,466,291,166,301,78,582,334,76,30543.018999999993
2020-01,삼도1동,744,728,623,459,510,718,153,276,252,156,61313.0037
2020-01,삼도2동,744,744,744,678,568,737,447,595,599,342,173494.84719999996
2020-01,삼양동,741,497,241,119,332,87,35,98,7,148,18344.633100000003
2020-01,서홍동,744,744,731,512,159,338,344,744,244,208,301023.4513000001
2020-01,성산읍,744,744,744,533,411,730,501,661,503,236,198737.8798
2020-01,송산동,736,659,374,101,209,347,53,95,131,1,17739.7914
2020-01,아라동,744,734,487,295,453,278,190,49,516,133,46608.7351
2020-01,안덕면,744,744,744,534,491,679,473,660,744,277,286205.3711
2020-01,애월읍,744,744,744,655,406,739,582,744,683,486,564525.8723
2020-01,연동,744,744,744,709,741,744,595,711,744,387,1854597.8214999998
2020-01,영천동,744,742,545,193,147,229,142,590,223,94,40575.34630000001
2020-01,예래동,744,744,632,335,480,582,211,298,628,107,145413.90120000002
2020-01,오라동,744,744,725,423,245,636,170,739,624,96,84703.65340000001
2020-01,외도동,744,726,641,73,75,273,55,744,372,160,60637.299199999994
2020-01,용담1동,744,675,629,323,343,195,35,233,344,37,27678.284
2020-01,용담2동,744,744,744,720,740,725,625,744,697,628,996965.8200000001
2020-01,우도면,743,712,512,139,31,130,216,498,95,33,42487.732500000006
2020-01,이도1동,744,714,677,150,408,413,150,130,224,51,41500.552599999995
2020-01,이도2동,744,742,682,526,494,565,71,161,462,60,78604.25739999999
2020-01,이호동,744,738,666,34,145,406,65,720,284,118,65220.67590000002
2020-01,일도1동,739,526,566,161,241,362,100,247,75,3,24215.206299999998
2020-01,일도2동,744,654,512,46,412,290,13,213,198,9,62202.9061
2020-01,정방동,744,744,707,308,441,714,231,143,323,14,72658.9458
2020-01,조천읍,744,744,744,345,266,613,148,491,590,69,145122.62300000002
2020-01,중문동,744,744,669,368,158,567,281,588,566,304,135012.94619999998
2020-01,중앙동,744,566,590,202,221,392,29,49,131,24,19929.839699999997
2020-01,천지동,744,725,579,294,219,500,278,24,165,40,36488.41490000001
2020-01,추자면,744,744,376,232,4,88,95,655,162,206,30706.848800000003
2020-01,표선면,744,742,617,451,175,578,192,674,468,396,90362.26379999999
2020-01,한경면,744,744,344,239,4,105,41,128,184,120,29922.402000000002
2020-01,한림읍,744,744,580,626,244,356,453,532,643,261,112758.3034
2020-01,화북동,744,434,146,35,116,360,172,25,322,42,13557.9315
2020-01,효돈동,621,188,93,7,10,151,40,1,170,0,6431.310099999999
2020-02,건입동,564,673,582,272,593,519,229,175,333,34,35544.701599999986
2020-02,구좌읍,689,638,355,102,441,604,102,87,309,0,24419.239299999994
2020-02,남원읍,696,696,671,574,159,496,470,693,363,414,78011.47799999997
2020-02,노형동,696,677,663,286,564,689,388,504,640,332,115799.81810000002
2020-02,대륜동,668,644,559,131,189,575,113,123,497,78,24952.748299999996
2020-02,대정읍,696,527,234,91,275,110,2,182,524,24,18775.856499999998
2020-02,대천동,386,543,194,55,110,431,29,79,236,196,12668.0606
2020-02,도두동,557,582,582,149,385,635,78,598,206,25,52420.652099999985
2020-02,동홍동,696,596,409,108,278,323,103,266,201,101,36758.50719999999
2020-02,봉개동,634,672,342,231,40,240,185,608,213,131,16835.8419
2020-02,삼도1동,618,450,423,209,253,674,189,30,21,107,32405.541099999995
2020-02,삼도2동,680,562,654,219,653,692,221,479,403,25,56557.638900000005
2020-02,삼양동,617,372,91,0,71,95,5,65,2,0,5536.027899999999
2020-02,서홍동,696,696,590,402,235,435,171,653,327,172,111535.2353
2020-02,성산읍,696,687,636,398,319,691,243,577,288,69,60748.69470000001
2020-02,송산동,469,194,90,110,59,274,25,118,33,227,6596.456599999997
2020-02,아라동,696,658,428,55,267,365,66,128,164,2,21031.771099999994
2020-02,안덕면,696,696,586,238,399,648,256,502,684,128,86329.5508
2020-02,애월읍,696,696,696,633,583,696,444,696,586,440,133738.68970000002
2020-02,연동,696,696,696,414,689,691,496,628,636,70,275416.9150999999
2020-02,영천동,656,674,468,186,79,275,85,512,205,178,18902.809299999997
2020-02,예래동,693,680,416,263,241,647,83,71,444,164,35945.336699999985
2020-02,오라동,682,474,371,295,209,650,33,664,214,115,37383.578299999994
2020-02,외도동,378,572,341,1,210,229,13,686,311,1,26081.972599999994
2020-02,용담1동,521,174,378,23,305,244,15,27,162,11,7966.0163
2020-02,용담2동,696,645,696,439,602,648,407,696,507,115,162267.99520000003
2020-02,우도면,553,629,354,112,111,267,320,567,70,97,16317.435400000004
2020-02,이도1동,579,537,503,69,532,475,90,131,270,2,17666.9545
2020-02,이도2동,696,642,505,77,357,631,81,90,540,103,35606.91909999999
2020-02,이호동,407,434,536,53,110,411,88,626,29,1,17812.53
2020-02,일도1동,365,87,115,1,55,170,5,59,5,0,2815.1215000000007
2020-02,일도2동,626,532,294,155,203,275,2,216,145,1,12140.880100000002
2020-02,정방동,686,601,434,53,196,575,137,47,492,59,21303.511499999997
2020-02,조천읍,696,661,483,136,382,657,278,235,458,14,37937.265400000004
2020-02,중문동,696,696,481,387,71,552,348,584,398,106,40374.54689999999
2020-02,중앙동,691,268,286,50,88,354,36,322,30,4,8569.76
2020-02,천지동,550,376,272,164,201,501,123,14,28,0,11674.165399999998
2020-02,추자면,664,690,267,165,0,131,190,445,221,140,17434.8555
2020-02,표선면,696,616,370,125,162,500,83,577,175,59,26968.944700000007
2020-02,한경면,690,426,377,75,100,227,22,141,77,195,11261.614900000002
2020-02,한림읍,696,696,624,516,453,331,119,437,234,63,60252.7989
2020-02,화북동,528,454,24,0,32,205,8,69,62,0,5260.0806999999995
2020-02,효돈동,453,68,14,1,1,103,0,17,26,0,2645.3462
2020-03,건입동,499,501,38,66,74,82,24,81,140,4,5275.327100000001
2020-03,구좌읍,728,716,28,65,13,196,0,25,97,83,8923.3538
2020-03,남원읍,744,744,726,494,152,382,587,574,426,367,66315.92499999999
2020-03,노형동,744,736,251,35,379,62,109,188,468,3,23980.351499999997
2020-03,대륜동,693,425,124,179,173,53,42,144,567,33,8672.8425
2020-03,대정읍,744,703,53,77,224,83,5,66,32,103,12464.8127
2020-03,대천동,568,231,80,0,124,92,28,19,25,0,4183.251200000001
2020-03,도두동,652,266,3,3,39,47,25,0,4,0,5387.0494
