base_date,emd_nm,use_cnt,mct_cat_nm_0,mct_cat_nm_1,mct_cat_nm_2,mct_cat_nm_3,mct_cat_nm_4,mct_cat_nm_5,mct_cat_nm_6,mct_cat_nm_7,mct_cat_nm_8,mct_cat_nm_9,mct_cat_nm_10
2019-11,성산읍,49938,599591792,516589047,17677873,46693686,32887775,49731986,2605473,11755302,345686087,150877115,16387397
2019-11,송산동,19790,350135772,199530207,9628969,24368955,13218509,19790543,447275,3085095,74041471,115721486,13994518
2019-11,아라동,241403,2159151319,2523034690,146450374,282722973,233938674,234840065,7968012,64616136,596032193,294543233,176053261
2019-11,안덕면,48258,567429736,493813719,32541451,53801319,33981529,61634724,897897,7024992,298135571,72558598,15886642
2019-11,알수없음,5585,102733668,58923743,1526577,4623840,3255450,4115826,0,1160523,9685377,5524121,4820556
2019-11,애월읍,172420,1389421174,1954611031,88522524,197707763,141444099,175023816,6405438,40851018,1126096689,290083399,81791542
2019-11,연동,354786,3392198593,3966428366,164361496,428169855,287991413,297786020,10692123,152537034,1023270130,561763108,461091992
2019-11,영천동,26555,434383909,255458896,12713634,38834172,20010334,26530905,277329,4963530,83233074,50046986,5847647
2019-11,예래동,17734,233117877,186883039,9312718,29131206,12639464,20356557,333606,3966768,111082938,59426586,7978639
2019-11,오라동,109209,1101523159,1270405570,56509722,142333152,91113682,106118549,3745209,27410448,356360211,122923420,69472667
2019-11,외도동,160110,1509641657,1677200314,88068461,177430734,125260262,164899266,7973082,34635198,483268398,142979121,86921369
2019-11,용담1동,45470,443249197,541832980,22331682,49353408,35915429,43058141,2402166,13922220,141688297,97770439,24097922
2019-11,용담2동,103136,1030092028,1053137004,47639834,98701239,80673181,91524959,6317727,26741208,320247210,229398895,76279167
2019-11,우도면,2761,41172660,22498936,922740,1297920,5527822,5354934,140946,250965,14349724,29016371,1483533
2019-11,이도1동,62015,532518578,706657412,29240084,75793458,64517630,60942413,2058420,21252426,178521544,119472371,60681393
2019-11,이도2동,370373,3065540660,4070170105,204208042,413674888,333896969,355120240,18832008,122636709,1234612587,622416612,349274349
2019-11,이호동,27137,246759995,321779452,12208763,35278074,19816910,25265128,1192464,12216165,112075849,40883264,12565488
2019-11,일도1동,21538,184494815,241641473,7591640,24109371,14756342,15188224,1419600,3243279,135216902,69606132,22839943
2019-11,일도2동,227219,1625702651,2458277162,115306481,268036502,214054342,200004709,10528869,77990543,1027938397,459525876,170220351
2019-11,정방동,10808,205302910,104384938,4448925,16178877,7614585,11121299,111033,3224520,22588168,25160737,7951737
2019-11,조천읍,119268,940122900,1188539872,55385110,137239832,103999293,147924096,7486565,36855087,805587156,196912464,40437016
2019-11,중문동,59307,702250418,616244964,27410637,76612770,45821451,68875647,2694198,8286408,485877624,388116108,41873875
2019-11,중앙동,16857,355659080,153833181,7285083,20863050,13050440,14753954,242346,2342847,29587356,122966817,10546614
2019-11,천지동,18438,291395718,200157212,10130418,27395238,12394736,17593508,171366,4684680,113579613,149172989,7073056
2019-11,추자면,3554,38299139,52528242,1192971,6165120,1178776,3667638,333606,512070,8855313,3291343,2386449
2019-11,표선면,37771,410988902,420248244,14911225,48106188,24809949,37796140,808158,20418411,194098312,138739030,17329439
2019-11,한경면,25025,279115623,258777669,7397181,46846293,19715358,20970281,0,2516241,167440860,57721747,4255758
2019-11,한림읍,82888,798653947,949605578,35981992,113680047,69060655,85805136,2301780,19039371,637462306,211306518,48945652
2019-11,화북동,167609,1379317078,1862064165,71421950,198490515,151168269,155169782,9092031,45613776,523994955,415716510,104853695
2019-11,효돈동,22371,354746788,252165223,10533939,24617892,14751524,23409711,286962,4739943,74971816,50619589,8046034
2019-12,건입동,67271,562730619,717440169,38987551,82655996,65635430,56975637,11394890,17496610,437834934,281847916,53009739
2019-12,구좌읍,51112,509771571,545614128,23557082,56243665,39525844,58925118,4386770,11884655,300135983,111792395,16157826
2019-12,남원읍,57597,882888661,676338275,25793069,81261335,44296496,66056064,1568690,15044180,325930428,211514650,28140322
2019-12,노형동,468864,4744993101,5001900739,280692381,580973813,421974911,439590693,21258170,143272155,1664342710,699773685,540510559
2019-12,대륜동,80914,1276295662,810153622,53076983,127194700,75763151,89265545,1509465,13981220,138452171,153506002,60214394
2019-12,대정읍,102294,1301834044,995093435,165599759,117947360,104512047,147570471,1854515,9445100,415473176,235958639,40594033
2019-12,대천동,87974,1227089428,845778025,69308332,121099675,94605624,100586610,942450,11805860,165344206,156264911,57495930
2019-12,도두동,21196,227804439,241954470,7348793,23525200,14415309,27406086,1929190,7616335,131646778,80197346,20296513
2019-12,동홍동,139881,2192712210,1373358778,86270395,169455085,118753602,154349058,3689048,33120165,345338392,305743045,100429957
2019-12,봉개동,24128,249185176,274671648,10330181,30664491,18528109,25639430,1998200,7440205,102491909,74039136,9076262
2019-12,삼도1동,102023,1007354656,1102570118,54359041,131777335,87774626,94115429,10844870,28039690,340127150,175052712,90908414
2019-12,삼도2동,58793,569056558,628986021,41395598,81691360,38312454,64737305,4650965,18692955,237205969,129937700,59028478
2019-12,삼양동,175959,1401086631,1949947210,92657027,198777950,165774182,177814523,12442400,48378070,465318319,461735225,142732639
2019-12,서홍동,65507,1143616598,672811042,67362825,64099475,50176202,83442052,1018155,13666040,120768228,138562607,36584177
2019-12,성산읍,52589,669919331,551150842,16277899,58630330,39185998,58084534,4409945,7984045,270608713,181976698,18032520
2019-12,송산동,19601,374912900,187361121,8019580,20340955,15337842,23948376,1614010,5113950,55694579,114118597,10891170
2019-12,아라동,248259,2353403696,2854119916,196517939,307314096,268811572,265348296,9827745,67550233,661493945,352300578,196922215
2019-12,안덕면,49880,537686133,546970203,41735978,62448385,41018627,62765937,2052790,7943875,307479108,128595766,19334132
2019-12,알수없음,5784,81734531,57520660,3472645,4981080,3738389,6346036,0,1343635,8197825,7217417,4950696
2019-12,애월읍,180618,1570256650,2083650402,113510459,224750532,161013021,201589028,7905250,44379095,1295638443,304773927,97018064
2019-12,연동,368119,3655860840,4150370516,225742055,482438354,310062245,316948701,13234985,164301877,1031082508,569612616,532765975
2019-12,영천동,27578,463830454,289942839,15075569,42963875,21879317,29803463,404790,5033095,72308119,62942995,4679825
2019-12,예래동,19008,245163712,227036104,9857667,30683700,14508586,25798050,0,7274375,100044574,62344253,13476572
2019-12,오라동,115496,1185532634,1322598159,72324316,164067258,103112484,121008578,5801990,37002750,384066715,167431504,90018835
2019-12,외도동,163655,1739059476,1736784539,104635695,221420130,142934305,199841478,12519135,39391835,578819322,228568356,99180128
2019-12,용담1동,48836,505274797,569845159,31510308,54983460,42406911,54243923,2504445,13861225,133615316,91640797,28186261
2019-12,용담2동,105883,1100795697,1173606816,49816235,112978331,84170167,97132557,16418715,28730305,339995465,279300423,85742304
2019-12,우도면,2561,50369890,21527361,1642335,2080600,1574150,5612470,0,360500,13631180,8684188,1493500
2019-12,이도1동,62915,621231376,688377331,40328673,90859184,63880396,56639342,3315570,18850545,215116794,122190245,68997791
2019-12,이도2동,389348,3290971738,4396325857,277250306,475978708,373447212,389137947,16659220,131514520,1303468818,795494454,441489228
2019-12,이호동,27577,277027879,319149519,20098236,31553535,24583377,26009664,3291365,7441235,136232749,27255398,17500241
2019-12,일도1동,21370,194985753,263650493,19886932,28393495,17667132,18035560,831725,4315700,140211279,74074203,25921271
2019-12,일도2동,236722,1770340471,2659231790,155177984,294955950,247510905,221473592,16754577,71791155,1083944196,522042539,205539574
2019-12,정방동,11329,213007198,134825817,8594372,12522225,7022544,12098639,400155,2231495,27524800,44068551,7472496
2019-12,조천읍,122186,1070467873,1293440760,56055640,145700454,121056809,155303222,17219540,36265785,872619716,199182732,55456500
2019-12,중문동,63064,747932489,663153195,42849011,82945643,55313171,69317301,2147035,14639390,506813515,260298927,37781435
2019-12,중앙동,17896,382962812,199034883,10633772,17476525,11637099,21079259,3535990,3098755,92508477,111838021,13335205
2019-12,천지동,20175,355621310,213438351,8977480,30613145,16425621,18777930,0,5762850,46583252,125275172,11417834
2019-12,추자면,2975,45158809,43169360,1608860,4508825,2671563,2772760,508305,1515130,8212141,22071150,4431575
2019-12,표선면,40297,437452901,416674811,18008005,51738445,30445624,47841700,6191845,13053190,240008085,128381777,20742942
2019-12,한경면,26939,294863369,329391015,15018225,46221250,22480942,22673545,0,4611825,173506186,75893183,5986026
2019-12,한림읍,84847,809639717,948147604,43126617,126036568,73082886,97411014,5732465,17054225,661063381,225669301,52754711
2019-12,화북동,171650,1484329920,1969170073,86421308,205437105,162088483,163312480,15250180,46788265,545544196,484526329,127266025
2019-12,효돈동,23662,416323227,250223731,13283422,25315855,16795804,25629284,204970,4843575,85116015,78797318,10878500
2020-01,건입동,64591,556983291,658099920,43864162,77570337,53823666,56878311,6062370,17575620,457854489,220446021,50218318
2020-01,구좌읍,48216,530379294,501696058,22132409,51623016,36501567,50609289,1393320,10000080,335160831,111119800,11427570
2020-01,남원읍,54896,859930992,586783152,33722465,65520210,37584909,66563466,1807950,14602320,329283132,194762166,19049571
2020-01,노형동,446100,4893691853,4350718940,255889489,523907068,414383721,413813949,15647820,139660440,1588954317,788730861,526173300
2020-01,대륜동,76614,1148394479,736064997,63654579,92834280,72333708,91478904,1827330,14459010,230318091,186569118,58414023
2020-01,대정읍,101918,1518523012,902421510,142360448,126055374,106025481,137004156,2965650,13066200,444003838,213678653,48523996
2020-01,대천동,78616,1230745770,752346390,49973574,108687227,79885992,100913343,2706060,15761040,218796936,159918803,61155512
2020-01,도두동,20382,219848811,200911185,8884583,25585170,14746935,22832496,671160,7130310,106046850,93270687,22218099
2020-01,동홍동,136841,2410036722,1253761152,77416827,146442170,102377018,150660681,2404650,26715330,411374262,357915093,89721026
2020-01,봉개동,22918,247504520,233146041,10607694,28331010,18000450,24943845,3790830,4736880,112705767,62917425,12276252
2020-01,삼도1동,95712,1054291706,1003494259,48977687,131462904,80344229,90082524,7466400,34328100,320855025,261268966,86594226
2020-01,삼도2동,56939,577541442,599626941,32860575,62753970,44200935,54925725,7556670,15373440,257533680,142258380,58664418
2020-01,삼양동,167034,1391956025,1670681063,82848582,180185550,153939032,169639770,12434310,40685403,484517391,573616906,148982755
2020-01,서홍동,63956,1217080320,666436085,41613450,83910045,55523343,75105405,3693930,19335630,122280966,224718801,41418803
2020-01,성산읍,50872,680259569,554098925,14071298,67578570,29569137,60656544,2133330,8488440,269322279,236382246,17499523
2020-01,송산동,18485,379677609,194957088,7014132,18838380,14579829,21521694,0,2203200,81988365,120775497,8699733
2020-01,아라동,233111,2481184461,2403590240,184029074,286265958,248470164,247759122,8204880,64010610,781651765,366844275,208713364
2020-01,안덕면,46296,551404554,483046755,31097199,53117010,37995510,58528110,335580,4870500,364642809,118245622,16910121
2020-01,알수없음,5628,100512381,43381008,2299590,7264950,3651192,5282070,0,684420,7992975,7207830,4000950
2020-01,애월읍,169786,1572788439,1833877788,127914080,210695790,144943021,188246253,9686430,37213680,1329969279,366201242,98796823
2020-01,연동,352278,3752785887,3720891901,184178718,436285926,303803073,298324400,12431760,178084452,1075576750,698100515,508409498
2020-01,영천동,25762,473860655,233468820,20836815,36600150,17633046,26915301,304470,4660380,93259671,59415663,5901491
2020-01,예래동,18888,275531147,190291302,7479038,27765165,13094786,22169139,0,4131000,110639145,35727795,13083616
2020-01,오라동,110141,1209530321,1186777631,124799876,151672521,106069902,114243570,8515470,33125010,456764364,138445243,92013390
2020-01,외도동,154775,1670998864,1537801802,93024449,169270377,132457532,164504070,6857460,32845530,612365364,194275519,112103574
2020-01,용담1동,46297,539571228,508933233,24204065,57626685,41051226,43850157,3417000,14180550,185737512,144226154,30092413
2020-01,용담2동,103054,1162585800,1011591951,40715937,119308941,84047847,88971744,7052280,32478330,303254976,400570973,94025187
2020-01,우도면,2191,55206021,15689640,2143530,2783070,1796322,4654260,335580,68850,9384204,3676080,2026878
2020-01,이도1동,59720,557452348,601334549,33324166,72615840,56926557,51838695,4325820,23701230,240615144,179781834,73656613
2020-01,이도2동,371146,3371941092,3832429197,249416011,413164342,359610996,373659329,15964530,138947970,1558069018,835921529,415812713
2020-01,이호동,27738,303571380,324280848,14362824,37393710,19333769,27712686,2567850,6248010,162180418,36950306,18053918
2020-01,일도1동,21815,209500350,226836117,12148108,27812850,16345653,16401345,1319880,4267680,157765899,89033556,26742146
2020-01,일도2동,228270,1841306601,2409454868,141954283,277476210,230264444,218667167,15623850,71679990,1155654696,629950898,208870674
2020-01,정방동,11068,235441347,120357093,5000550,12699000,8974572,11565831,1511640,2098140,20665863,37705677,8188203
2020-01,조천읍,113914,985474285,1190751111,56893449,132624582,101178953,151218570,7278210,28291230,871774008,200241667,61186710
2020-01,중문동,59732,790248973,566863419,32688348,83131020,45632454,74567967,1698810,21408270,482950824,261081138,39039730
2020-01,중앙동,18558,394169667,175320578,14991399,18830730,15207690,19185537,517140,11417370,41986107,148286682,13668663
2020-01,천지동,20174,353140728,176811747,11884071,33957840,16283994,21139194,582930,5156610,59705904,134954568,13029582
2020-01,추자면,2865,33387609,44914680,948600,3374160,1510110,2634150,533970,1563150,7835895,5967000,4814910
2020-01,표선면,36867,427812276,375194658,17054630,45354810,24212607,40668165,1854870,6895200,227599001,172001937,22658790
2020-01,한경면,25770,285010552,282383073,7985504,47663580,18067821,26516940,365160,2371500,226002420,78112314,8102039
2020-01,한림읍,81403,819472864,933608550,40735097,103484712,65525616,90261024,2942700,16194030,683139696,241176042,52323144
2020-01,화북동,161328,1514177816,1728471595,86089378,170437665,140219401,171408603,8886750,43523400,585073173,601893774,128943026
2020-01,효돈동,23040,378312849,263757567,13443243,34170000,15179181,24823230,1368840,5241780,93372840,103258629,12027228
2020-02,건입동,58081,524787575,599274920,36827985,50075190,43793400,45944914,4122360,21478050,408957174,132180942,64891650
2020-02,구좌읍,43809,420800199,437058190,22721491,52461090,36027740,44954416,1167705,3982770,264934550,94202195,18862940
2020-02,남원읍,46866,601970447,512931330,15960285,56378768,36855628,55228091,1606770,13292730,358709926,176098384,20955133
2020-02,노형동,404237,4107524885,3771290439,197663637,386869725,345593327,379087583,5560335,129242025,1447569096,520129772,545323081
2020-02,대륜동,68181,923343355,621178668,39062727,87369480,61981480,82235774,1175130,12509640,232470719,141327997,58622181
2020-02,대정읍,93240,1323129581,750930202,134352793,86749740,100787477,122982158,428175,8541225,380802546,174811087,39199136
2020-02,대천동,70651,1013467088,604535535,44798309,101489850,66747837,89219693,404910,11044440,167199028,81935671,60291296
2020-02,도두동,17249,145277208,164389205,12619629,16466918,12552940,18981123,118800,4529250,83537891,29886344,22838488
2020-02,동홍동,122060,1967840624,1055291115,49862986,134037090,88928835,144113363,1639935,32121540,365002711,173259411,100784557
2020-02,봉개동,21750,214558646,209231848,14040873,24816825,16915000,20740650,1131075,4982670,88384978,65582804,11895063
2020-02,삼도1동,88546,955301574,903541771,35442134,116775698,72020526,77420328,4124340,27755640,271567255,153305084,95621637
2020-02,삼도2동,50001,494474117,479488486,21401004,63705015,37226085,48422783,957330,13947615,211372780,116117006,53397379
2020-02,삼양동,156516,1292609843,1538498702,57457374,163369553,137131590,162245117,3615480,38568915,408810754,455364840,183948058
2020-02,서홍동,55330,994056530,518031461,31985813,63345645,44707950,66199915,477675,16265205,100680334,82293902,43580060
2020-02,성산읍,44372,508430940,439498324,9455985,69979635,37351074,55178790,34650,5389560,236951459,137262910,18668282
2020-02,송산동,17828,322074085,169101393,7117605,20278170,11946584,18645562,546480,2892780,40187364,53877143,14278622
2020-02,아라동,216002,2234460905,2126037336,156047951,230136242,211416167,244301315,4245615,48871845,622513094,278093164,219417621
2020-02,안덕면,43120,494879570,433045063,37450166,52555140,30629520,57106815,3140775,5701410,286205939,65511326,24121252
2020-02,알수없음,5296,59763889,45688452,2202255,5051475,4226561,5833575,0,950400,11791896,4580582,4197971
2020-02,애월읍,152374,1250751827,1570342594,80444432,178997148,130341996,176594965,2589840,31060260,1275306228,174433355,99907185
2020-02,연동,321102,3277037123,3273986746,152944761,348841203,249800868,268130492,4742595,124980070,986995585,388339753,558900419
2020-02,영천동,23224,357582018,195565096,10245189,24266385,16677996,24767525,177210,5975640,73260500,33358178,8184419
2020-02,예래동,16091,197580078,174259406,5741505,22708620,10605181,18818415,413820,5192550,78481266,37372947,17104315
2020-02,오라동,100023,1018580613,1009464202,66936204,116714070,86269894,111413466,4080285,26296380,394563320,80608728,99697854
2020-02,외도동,143115,1485013522,1362206420,76911483,157555828,115723530,162581663,4032765,34178760,550685923,180287868,119794805
2020-02,용담1동,41874,454941340,472298154,18779287,53977275,32581996,36795975,3417480,8292735,138710144,93223059,34381860
2020-02,용담2동,91148,970178227,880511802,37072547,104161365,65304416,79994083,3370950,29715840,257471582,158894559,99016988
2020-02,우도면,2354,37065951,19800495,933422,975150,4148596,3962970,177210,138600,11075534,1866150,848430
2020-02,이도1동,56367,528068374,567855143,30607533,67498200,46373187,52602611,782595,15479640,188619460,100093264,79301615
2020-02,이도2동,341409,2800947014,3444091429,200561089,349692156,301996462,359131565,17830395,100084050,1502166065,592514611,438642100
2020-02,이호동,23575,240260532,257158096,10590576,31158270,16890199,24627983,0,6523605,116146955,15595769,17167655
2020-02,일도1동,17854,145687568,187951105,7917056,21614670,14046349,13392622,480150,5011380,119092055,37560947,26983445
2020-02,일도2동,202482,1466847515,2118336917,102127863,210153933,182071639,188890471,6158790,66734415,1005742383,320740163,215391087
2020-02,정방동,9820,208865107,99756511,3168099,6799320,5289823,8095725,384120,3469455,20299707,12750657,10342530
2020-02,조천읍,106158,844566006,994550655,46135031,112250655,96584776,133183911,8187300,33139260,831067734,172175498,59866222
2020-02,중문동,53058,595924834,487297458,21286615,61827480,44106710,57899408,1158300,15293223,395552096,98632695,43024050
2020-02,중앙동,16070,323458797,141588911,8611515,19453500,12335901,15726596,0,5985045,36845481,89845373,18160907
2020-02,천지동,16486,287759001,172078731,7118100,17933850,12600676,15681452,221265,4377285,32159814,135110028,14708430
2020-02,추자면,2730,37305879,40994415,1542915,3623400,1307296,3071970,0,614790,10055287,12235410,6809220
2020-02,표선면,34767,347246469,342189741,16976297,35052930,24025772,38943383,373230,5242545,209541500,75749871,24721588
2020-02,한경면,22644,248799335,244616330,7677401,34386165,16513254,24780790,177210,2911590,148454269,50060293,8000587
2020-02,한림읍,73139,638510208,854008896,34058107,95590440,59093132,83619015,978615,14569335,569385932,167127199,49944648
2020-02,화북동,149184,1274445473,1520902107,66144158,172365435,127382205,156165378,4342883,40824135,572383058,400345266,140416095
2020-02,효돈동,20095,298115389,206213141,10703633,17421525,14597259,21121056,241065,5218785,111147505,65163833,12349315
2020-03,건입동,63515,600174570,618372175,33710900,60958000,53273320,53296700,80000,20045500,435136300,153558250,73549065
2020-03,구좌읍,50270,475845545,456692750,18039690,52569750,32824150,46067050,95000,4956000,374941100,113577100,22237305
2020-03,남원읍,52035,750788855,506730850,23244825,55195500,42213400,59705100,80000,13665500,355579650,131708400,25054800
2020-03,노형동,450630,4544087650,3905128855,198378270,484736000,401109115,392817950,699000,141946750,1677148170,550506400,673723450
2020-03,대륜동,78145,1136289200,684580800,37732300,81399500,64859475,87673700,0,13748500,235162450,107069600,77355380
2020-03,대정읍,104375,1416683560,876348880,166781880,95588680,119350400,138760650,212500,11323000,450799320,191598400,47372890
2020-03,대천동,80255,1247526400,655710405,41343090,85800000,75640700,98127750,40000,10606500,187349150,111866650,86019150
2020-03,도두동,18120,180600850,172205900,8207550,19620500,13268190,21273000,0,6593000,71973800,27980150,26753120
2020-03,동홍동,135655,2277674000,1122454100,51282890,127183145,91487250,139647750,0,21801500,358205200,213247900,130289075
2020-03,봉개동,24850,271377400,259066800,9200600,28742000,20825300,22804550,720000,6085000,105310450,80060650,19558310
2020-03,삼도1동,99235,1106164070,892201890,34951775,96221500,76691600,90811550,429500,26479500,272331100,171558660,113136635
2020-03,삼도2동,53295,527022950,552387750,33431015,63526500,39910350,47545000,130000,13712500,196746750,79808100,66844400
2020-03,삼양동,170385,1430509220,1579386900,73655000,175901000,151916625,173752200,608500,35381500,487777550,491300415,211971810
2020-03,서홍동,60660,1203646700,549210000,24764500,60289000,48258815,79868050,0,15210000,125759070,82250500,44778015
2020-03,성산읍,51185,651904725,456424390,11487990,54575250,33993305,58776850,0,11148000,274372200,124579350,24256500
2020-03,송산동,19585,341786700,183161750,6623500,19145000,15386200,19871850,0,2977500,60807200,70202150,18014430
2020-03,아라동,237920,2398840010,2217446115,130708950,241098500,249913175,254824150,2475000,55147000,736057700,283047580,270227700
2020-03,안덕면,47625,528940480,458554650,28378375,65849500,42090000,64318650,0,4587000,306474150,106877550,24679005
2020-03,알수없음,6040,77687650,59732250,1990200,5599000,4157100,6943150,0,2765000,18981750,12237400,7180250
2020-03,애월읍,169780,1394311050,1672593590,87441010,199642750,149612870,202912200,200000,34862500,1405113900,252230365,118572140
2020-03,연동,345085,3457458650,3224323035,138670195,363250085,285676275,267613550,956500,139210000,1092190690,443223690,640824010
2020-03,영천동,25180,404712120,197699725,9699850,29974000,19716425,26296250,362000,5157500,90912800,41209035,13995225
2020-03,예래동,18290,239477735,198168025,8051550,18817500,9743650,21529350,0,4664000,97604100,60190550,17368450
2020-03,오라동,112100,1171980745,1116415225,76013830,120573750,100060750,123279850,330000,29814000,447570800,140204295,121504670
2020-03,외도동,158600,1668163040,1422547675,60924580,143968000,128040025,173134300,109500,35809000,640867700,197891250,153233355
2020-03,용담1동,47135,515754450,498126250,23137775,58030500,40416200,37444950,40000,14325500,146574200,80881950,51017285
2020-03,용담2동,100110,1033259450,925002450,31078440,111144500,77472600,82824950,240000,32484500,286814950,170529800,104314825
2020-03,우도면,3360,63808850,25973500,3304500,1775500,3258250,4817000,0,110000,17989400,2114350,1392150
2020-03,이도1동,62785,572935260,568945990,33976250,68787550,53271000,53975700,40000,21278500,221621550,108413060,93889900
2020-03,이도2동,379460,3020169820,3619816810,184021860,374120770,344971055,368286550,755000,110882500,1619466450,711387555,513606685
2020-03,이호동,25600,245210000,248576750,12822900,28926500,19731525,28825450,240000,4197500,132383000,32214500,19073575
2020-03,일도1동,19840,167675900,197721900,12939900,24322500,14710600,14247700,0,5663500,123941550,97331300,30328350
2020-03,일도2동,224500,1664323210,2142509700,115300730,240076150,211652425,199766950,2274000,75032000,1156099475,430507445,265135185
2020-03,정방동,10525,258308700,93214950,5518700,10698000,6768500,9005600,0,1919500,12783000,34863050,12968300
2020-03,조천읍,117645,930210100,994772510,40796675,134247950,109124900,144183000,3194000,24525500,1004798050,296369410,71257500
2020-03,중문동,59265,671590155,538190350,23394975,64247405,47065750,76716050,0,13945500,438654280,91294150,52037185
2020-03,중앙동,17165,323979850,147584750,8062845,19544500,12012150,17900100,0,11990000,55739850,83926200,18848110
2020-03,천지동,17945,321686850,158887485,6223250,18878000,25834050,15553050,0,4892500,42121350,71558650,17664360
2020-03,추자면,3160,42230450,35798500,510000,2387500,1438250,2634500,0,1378500,10616000,5033200,6123000
2020-03,표선면,39075,383422500,347604350,17012000,43582000,24366400,41427400,0,8968500,247817750,101985420,30212200
2020-03,한경면,26725,321027490,302985485,8533175,38093500,16799850,27895500,15000,3467500,207297500,52227900,8453700
2020-03,한림읍,80920,708729630,877691240,29356350,108223500,69115300,89952450,0,16977000,657611950,159168400,57854495
2020-03,화북동,166740,1478220550,1593411450,69241325,161727000,146808300,178080150,884000,39848000,617961200,439092900,175083535
2020-03,효돈동,21400,342504390,189845850,6529000,23359500,15041200,21984200,0,4495000,75114500,51692900,9993650
2020-04,건입동,63865,528841549,622638921,30566549,79976336,54124353,50344267,0,14571282,427777662,177276662,69668681
2020-04,구좌읍,51703,463170643,505677789,19961827,61748192,38080093,50411211,364320,8151154,333723548,93925837,18112609
2020-04,남원읍,54791,726203563,545919755,22936019,66480304,36122075,64262505,209990,15985046,338407465,170136854,19772683
2020-04,노형동,453920,4595658276,4087116386,210222510,469918810,384522076,398047431,1173920,157929684,1592251918,542081044,740875258
2020-04,대륜동,79311,1130027381,724379252,43565148,84636090,65410013,91474780,0,16406544,226404285,101993812,69595149
2020-04,대정읍,101927,1444731921,877589991,164643419,105781830,108764901,137022623,40480,12366134,388784312,209834284,44097450
2020-04,대천동,82099,1192975492,684031546,45601000,96964021,77058539,103117436,253000,15100052,196649715,111576543,83678708
2020-04,도두동,19218,208128377,196891127,6556217,26194102,11291713,20027227,0,6435814,82864935,35333679,17283077
2020-04,동홍동,138376,2158075740,1136514911,56741525,146946954,99338274,144586235,202400,28970524,409726920,218644068,129928925
2020-04,봉개동,25518,242281857,250774885,10855065,24020326,21972868,22764738,0,6062892,118804852,46623976,17381100
2020-04,삼도1동,98504,1016715894,931441996,40910939,113920840,68086718,91752980,728640,35116906,308376032,146986381,124410343
2020-04,삼도2동,52053,541985606,475522559,29088625,63275806,39852716,49740792,364320,12728936,219023110,98261936,64638702
2020-04,삼양동,173664,1410970096,1606912659,77375158,179496922,149714977,171942696,1315600,41054310,507136627,465218815,208495190
2020-04,서홍동,61609,1150962374,573503486,24672762,74947708,49764798,71106308,440220,22162345,111078285,92071611,52161517
2020-04,성산읍,52272,684183163,510700638,17234208,61893212,35726737,55118125,0,7084000,279020543,114706456,21203777
2020-04,송산동,18792,324009558,174304755,10216292,16142918,12656072,19702526,0,4345022,52908070,65857165,19527223
2020-04,아라동,247021,2353929009,2425120874,164407411,281345867,259608136,261904286,1592888,63853152,750710103,317287886,273148495
2020-04,안덕면,48657,546349476,476589711,34625327,59871438,38847795,57400994,0,9101928,327667738,79971852,20908831
2020-04,알수없음,6432,92270922,67051173,3053229,7827820,4714048,6930581,0,1423884,11618368,9182330,3237540
2020-04,애월읍,170561,1445463653,1784122328,87699394,201733851,144481850,196248660,541420,36501575,1419800630,242382705,127888309
2020-04,연동,352275,3306174218,3457635135,144847520,389839634,264946408,270735600,702834,148885162,1074383150,401373212,660638969
2020-04,영천동,26511,420494856,243891341,10490292,31994886,17814489,33078434,0,5494654,88628602,36857849,11163524
2020-04,예래동,19111,254081378,198246100,6392450,30552027,11386315,20737904,0,3924030,95308338,53226392,22797461
2020-04,오라동,113794,1122139734,1199287702,64234930,138036547,98453078,117754650,80960,40330224,419810285,132001689,112880834
2020-04,외도동,156486,1521757051,1564964060,80877209,181778476,124542742,170040692,2519880,39230686,598644410,185189219,148423871
2020-04,용담1동,47615,494387656,489826985,25288640,54869122,37110393,36160734,0,15206312,140552127,95524745,41445619
2020-04,용담2동,102591,1037779284,931284019,36953964,96835750,78706073,92248710,202400,29136492,314415192,165148948,106307236
2020-04,우도면,3440,70141768,27626689,0,1302444,3451173,5514894,0,1604020,16544684,3017733,1439064
2020-04,이도1동,61735,611181258,614106370,25509534,74742272,51852551,55762971,0,20798118,223319913,106523241,89370361
2020-04,이도2동,382236,3037242848,3778888180,195588006,439486047,321066472,367847073,1452220,112272798,1627870475,634268197,501918056
2020-04,이호동,26166,237755181,273389675,9839119,29188104,18435452,26283259,349140,8558484,127900051,29204093,22971337
2020-04,일도1동,19516,176016806,216026126,12516741,22924330,19620756,15335343,0,7098168,109168948,29474844,23625549
2020-04,일도2동,227425,1663465889,2270789659,119955946,247966312,205821395,202775705,617320,76034090,1122365787,496690723,260410493
2020-04,정방동,11040,230810130,105109914,3869888,16534056,4556277,9029570,0,2324058,17825368,23274878,13192685
2020-04,조천읍,121263,1033178832,1134883114,45650162,132802736,106826642,158741110,1563540,27315398,967215712,217993310,74300928
2020-04,중문동,59418,681093790,545315188,27763917,80961012,45180031,72801812,0,11021186,381663502,97252541,47289867
2020-04,중앙동,17321,322810141,159606771,7732844,14079956,11541809,17752099,0,5573590,50234514,95893780,18436627
2020-04,천지동,17760,288878132,170809661,4240482,21600634,11766625,18925260,0,3886586,46208630,82915488,16288140
2020-04,추자면,3218,34594817,62481386,833078,7136624,2404714,4798904,0,1459810,12419061,8178073,3974124
